carpark_number,latitude,longitude,area
W30,1.430290199551382,103.77406832476404,Woodlands
W36,1.441378362111542,103.78641906620275,Woodlands
W37,1.4418753225467174,103.79043221999984,Woodlands
W375,1.4319087837202622,103.78240337859668,Woodlands
W39,1.4399002817927802,103.7912279761718,Woodlands
W4,1.44245815058537,103.77681951196664,Woodlands
W4L,1.4441330049774517,103.77750393928191,Woodlands
W4M,1.4415585331685614,103.77598351244052,Woodlands
W40,1.441596280822765,103.7920159018694,Woodlands
W41,1.4400107886452522,103.7933217086181,Woodlands
W43,1.4295038333628696,103.77206088192716,Woodlands
W44,1.4279898550324333,103.77226391845844,Woodlands
W45,1.427981404325167,103.77516184012644,Woodlands
W46,1.4266570986026137,103.77367553747698,Woodlands
W48,1.4431678994120087,103.7890260469373,Woodlands
W49,1.442907681358222,103.79202821147746,Woodlands
W5,1.4407540972608288,103.7781942519941,Woodlands
W5M,1.44163940382,103.77875344943092,Woodlands
W50,1.4429256184927517,103.79369475477212,Woodlands
W505,1.4321375604817523,103.79160459490237,Woodlands
W509,1.4332851933446518,103.78930198286736,Woodlands
W51,1.4422899750242872,103.79263531082324,Woodlands
W516,1.4341673493432678,103.79077629022994,Woodlands
W517,1.434144583108924,103.7915192513934,Woodlands
W519,1.4345708373489494,103.79234535601525,Woodlands
W52,1.4413983720664565,103.78948653597357,Woodlands
W521,1.4339380251133964,103.7936134010419,Woodlands
W523,1.4329295481086504,103.7939036248058,Woodlands
W525,1.4325852689082723,103.79293808149389,Woodlands
W527,1.431970592407991,103.79255620965694,Woodlands
W53,1.444494152740706,103.79143331679909,Woodlands
W536,1.4311391533760722,103.79152360115764,Woodlands
W54,1.439418878830242,103.78907507943342,Woodlands
W546,1.429747894326708,103.793409116052,Woodlands
W549,1.4323004696114,103.79493449356092,Woodlands
W55,1.4398048028708437,103.79452913617192,Woodlands
W554,1.432540568742617,103.79622188281198,Woodlands
W56,1.4381599526095137,103.79146735457682,Woodlands
W561,1.4270821333989645,103.79188711450688,Woodlands
W567,1.4280277377553432,103.78876291517844,Woodlands
W57,1.4367821347968852,103.78945084654232,Woodlands
W570,1.430903810123998,103.79003156211428,Woodlands
W574,1.4305890857053525,103.79844359182066,Woodlands
W578,1.4313637939913746,103.79669175117752,Woodlands
W579,1.4310428462888094,103.79553446041857,Woodlands
W58,1.4360501619073869,103.7922524391746,Woodlands
W586,1.4291763831618314,103.79470011164317,Woodlands
W588,1.4282160492988094,103.79469552060183,Woodlands
W59,1.4363199769299182,103.79461887935128,Woodlands
W6,1.4421024735721912,103.77795396332392,Woodlands
W60,1.4351079301481962,103.7930722900676,Woodlands
W61,1.433216701818879,103.78394716416366,Woodlands
W62,1.432853027627675,103.78505273108544,Woodlands
W63,1.432852763949027,103.78641256091376,Woodlands
W64,1.4379842973747647,103.79710041815832,Woodlands
W65,1.441136622845911,103.79597944897536,Woodlands
W66,1.4410960393771697,103.79799759340608,Woodlands
W67,1.4415022181337371,103.79906542301563,Woodlands
W676,1.4397622607819605,103.80073252063536,Woodlands
W68,1.4414225381608077,103.80052216679395,Woodlands
W69,1.4447277856227,103.79980332120414,Woodlands
W691,1.4406094983398554,103.80621133713244,Sembawang
W693,1.4380924031427191,103.80370034550462,Sembawang
W694,1.4380422657769674,103.80501825981985,Sembawang
W7,1.4431361242898713,103.77760829441716,Woodlands
W70,1.4445112227925534,103.79680914025208,Woodlands
W71,1.4431865217487996,103.79898848589738,Woodlands
W717,1.4409284934822946,103.79864838266604,Woodlands
W72,1.4426259357840838,103.80191604139247,Sembawang
W73,1.443310883261372,103.80376969030848,Sembawang
W74,1.4432155979701582,103.79635353028392,Woodlands
W75,1.443304601667167,103.79557899104884,Woodlands
W76,1.4449181264567523,103.7951017428098,Woodlands
W77,1.446060606235269,103.7938984614406,Woodlands
W78,1.4465930294608356,103.79602620929867,Woodlands
W780,1.4482351850031774,103.80110119714958,Sembawang
W781,1.448904629892258,103.80310315645949,Sembawang
W782,1.4482051778503846,103.8035716815326,Sembawang
W783,1.4478188418343658,103.80412113202188,Sembawang
W785,1.447066700150355,103.80499561676923,Sembawang
W79,1.4477311107371884,103.79848075891468,Woodlands
W799,1.446460665222016,103.7999034357181,Sembawang
W8M,1.4401825671937185,103.77634762861848,Woodlands
W80,1.448166564477661,103.80034232483084,Sembawang
W81,1.445980334457711,103.8000408978968,Sembawang
W82,1.4445143800769504,103.80160710865373,Sembawang
W83,1.4361090180988818,103.79715763971646,Woodlands
W84,1.4348354207334109,103.79591598929478,Woodlands
W85,1.434097578035523,103.79910136039943,Woodlands
W86,1.437361837023011,103.80114955716316,Woodlands
W87,1.4385397149030212,103.80023093157064,Woodlands
W88,1.4372209438665462,103.7987160427398,Woodlands
W887,1.4375737147522836,103.79470325887394,Woodlands
W889,1.43801245617434,103.79362056980064,Woodlands
W89,1.4358427798925448,103.7985543315889,Woodlands
W90,1.4341060425225822,103.80011427959636,Woodlands
W91,1.4351059455726942,103.8011645045016,Woodlands
W92,1.4362606314134871,103.8020552796305,Woodlands
W93,1.4377828988764243,103.802591624688,Woodlands
W94,1.4405449629130556,103.80167873959974,Woodlands
W95,1.4441729554156415,103.80178056899146,Sembawang
W96,1.4388910505284656,103.7979176666449,Woodlands
W97,1.439484952597483,103.79928658075366,Woodlands
W98,1.4395974217094103,103.80350329793218,Sembawang
W99,1.440762320298648,103.80553027040906,Sembawang
YHS,1.2865006247607842,103.83788672656172,City
Y1,1.4309417250183591,103.8274720865204,Sembawang
Y10,1.42384275765004,103.8332822753992,Yishun
Y11,1.4257754612180191,103.82995451109494,Yishun
Y12,1.4367426300902302,103.83236622129536,Sembawang
Y13,1.4312148956597843,103.83786491910423,Yishun
Y14,1.4326736396023163,103.83566122456322,Yishun
Y14A,1.4345387435451724,103.83553198421866,Yishun
Y15,1.4346481536830256,103.83681432353168,Yishun
Y16,1.43306208670149,103.83943828884128,Yishun
Y16A,1.4337532999482534,103.83914511785235,Yishun
Y17,1.435063443902252,103.84116106834873,Yishun
Y18,1.4357473677559216,103.83951188284227,Yishun
Y19,1.4377603834864414,103.83815752931176,Yishun
Y2,1.432166554284218,103.8280588896248,Sembawang
Y20,1.4362620559300798,103.83785583613854,Yishun
Y21,1.4369020040104232,103.83715517427228,Yishun
Y21A,1.437063443029208,103.834620998969,Sembawang
Y21M,1.435359862099705,103.83485400918325,Yishun
Y23,1.4215714989067445,103.83196037677168,Yishun
Y24,1.4191464276288497,103.83324223976516,Yishun
Y25,1.416694061920282,103.83100850345676,Yishun
Y25M,1.4177128949701714,103.8326530461173,Yishun
Y26,1.4128628780398012,103.83383747728278,Yishun
Y27,1.4142097093252877,103.83362348353344,Yishun
Y28,1.4153793403801032,103.83371280418602,Yishun
Y28M,1.415445284587028,103.8343714689353,Yishun
Y29,1.4172032241911128,103.83453541086548,Yishun
Y3,1.434711422193891,103.8288865213409,Sembawang
Y3M,1.4335446820813351,103.8274698163474,Sembawang
Y30,1.416458173451559,103.83523094996404,Yishun
Y30M,1.416557602351461,103.83575142662993,Yishun
Y31,1.4166643684962663,103.83674085042276,Yishun
Y32,1.4174854795035818,103.83859933016724,Yishun
Y33,1.4222442513047042,103.8360373423916,Yishun
Y34,1.4199061843091825,103.83647660968803,Yishun
Y34A,1.4192692693735585,103.83606560585034,Yishun
Y35,1.4196944591717864,103.8384739361298,Yishun
Y36,1.4215279338478644,103.83765528696829,Yishun
Y37,1.4219358916389018,103.83757636006202,Yishun
Y38,1.422589620352709,103.84011109694276,Yishun
Y39,1.4200499817181682,103.84052674015588,Yishun
Y4,1.4347516057895653,103.83150986637428,Sembawang
Y4T,1.4324472329803557,103.83020908207357,Yishun
Y40,1.4148476967331531,103.83671818270024,Yishun
Y41,1.4301354067003174,103.83993155850956,Yishun
Y41M,1.4307503087333395,103.84088483144087,Yishun
Y43,1.428899474110526,103.8410989313101,Yishun
Y45,1.4271284468798144,103.8431591347614,Yishun
Y45M,1.427502625106847,103.84262983673791,Yishun
Y46,1.42608525233414,103.84576379192424,Yishun
Y47,1.4291071291117192,103.84555134125354,Yishun
Y48,1.4293878629355858,103.84781777851174,Yishun
Y48M,1.4283671256018378,103.84752949552276,Yishun
Y49,1.4260720481399056,103.84798421288862,Yishun
Y49H,1.424555593889528,103.84752151693624,Yishun
Y49L,1.4239686967948015,103.84726485601644,Yishun
Y49M,1.4242511551575956,103.847524771568,Yishun
Y5,1.431114531730307,103.83210758322916,Yishun
Y51,1.421503052147678,103.84706547736428,Yishun
Y51M,1.4227431505685837,103.84556918695264,Yishun
Y52M,1.4203104377393363,103.8449203107602,Yishun
Y53M,1.422924000109214,103.84601639752844,Yishun
Y54M,1.427311893500852,103.83703535537585,Yishun
Y56,1.4254497490743518,103.8367627817414,Yishun
Y57,1.4239920631489649,103.8464470440742,Yishun
Y58,1.4325392485155228,103.83238250558831,Yishun
Y59M,1.4222526839993923,103.8491516479839,Yishun
Y6,1.4325230423520172,103.83419412821716,Yishun
Y60M,1.4211373154277074,103.84811947881192,Yishun
Y61M,1.4200879465053684,103.84758824136432,Yishun
Y62M,1.4302489130537674,103.84444690507677,Yishun
Y63M,1.431657075221376,103.84500771981185,Yishun
Y64M,1.4325065391262497,103.8451005003694,Yishun
Y65M,1.432668821136755,103.84202257132384,Yishun
Y66M,1.4337649976422135,103.8422882584646,Yishun
Y67,1.436462796702934,103.84089555872303,Yishun
Y68L,1.4177611354207773,103.8435853001647,Yishun
Y68M,1.4183964969784908,103.84459591428704,Yishun
Y69L,1.4157664916664652,103.84326755705932,Yishun
Y69M,1.4160151256928248,103.84408075944778,Yishun
Y7,1.4273018179324568,103.82745054301348,Yishun
Y70M,1.41485982057774,103.84035181050707,Yishun
Y71M,1.4165226719499084,103.84088184317304,Yishun
Y72M,1.4147863643355638,103.8412471384866,Yishun
Y73M,1.419135209639161,103.84156294080113,Yishun
Y74M,1.419627736609716,103.841690230404,Yishun
Y75M,1.4201764014560132,103.84308354204452,Yishun
Y76M,1.4216639025638371,103.84176956974056,Yishun
Y77M,1.428447699888903,103.84994391018606,Yishun
Y78M,1.4247403589244705,103.85173152023536,Yishun
Y79L,1.4254675481131598,103.85090114302442,Yishun
Y79M,1.4264837884584007,103.85000186245718,Yishun
Y8,1.4294449190692675,103.83127807040287,Yishun
Y80M,1.4262264115760777,103.85279642346508,Yishun
Y81M,1.4280799275220202,103.85303699135224,Yishun
Y82M,1.4293855700689322,103.85071158132058,Yishun
Y83L,1.4312180408429722,103.84814239079112,Yishun
Y83M,1.4309061808384202,103.8468485748635,Yishun
Y84M,1.431422096656128,103.84951773841914,Yishun
Y85M,1.4336394922207985,103.84710309894356,Yishun
Y9,1.4278309135192606,103.83401256586924,Yishun
