carpark_number,latitude,longitude,area
LBM,1.2893340477316146,103.81522033138316,Bukit Merah
LT1,1.3233181490784798,103.91150571719837,Bedok
LT2,1.3239081741740943,103.91087369459731,Bedok
LT3,1.3250359305098454,103.91049260744168,Bedok
L1,1.3495058318348234,103.87535455642082,Serangoon
MLM,1.2933650054100614,103.80345452106414,Tanglin
MLM1,1.2920319699769407,103.80353016873003,Queenstown
MM1,1.3304551002906109,103.88706362505644,Geylang
MM2,1.3243396875061149,103.88609424966444,Geylang
MM3,1.3262662777141847,103.88801858425,Geylang
MM4,1.3291690565822534,103.88550592779904,Geylang
MM5,1.32979172825255,103.88857500311526,Geylang
MM6,1.3243040479763997,103.8900961724619,Geylang
MM7L,1.325258006389595,103.8888355207814,Geylang
MM8,1.3276426639607852,103.88850331722344,Geylang
MNM,1.321042154795734,103.85983538215314,Kallang
MNRM,1.3205402150734105,103.85943053232852,Kallang
MN1,1.322029473497494,103.8592002299238,Kallang
MN2,1.3180496887521358,103.8563684203736,Kallang
MP1,1.3048183599520138,103.91752217325164,Bedok
MP1M,1.3029669835986282,103.90991363196858,Marine Parade
MP12,1.3031546710952773,103.90756132229323,Marine Parade
MP13,1.301686373156584,103.90885093288676,Marine Parade
MP14,1.3025451758066604,103.9069506873078,Marine Parade
MP15,1.3026824721868335,103.90597861451548,Marine Parade
MP16,1.301883433865292,103.90654207816098,Marine Parade
MP17,1.306640417317319,103.916267725607,Bedok
MP19,1.301285911111801,103.90640021486172,Marine Parade
MP2,1.30422461438827,103.91665765027,Bedok
MP2M,1.3036365210364356,103.91287956925594,Bedok
MP20,1.3013268597499603,103.90618484205176,Marine Parade
MP3M,1.30435729553073,103.9153408153672,Bedok
MP4M,1.303996613677369,103.91419719336592,Bedok
MP5,1.3061096468902569,103.91616519665848,Bedok
MP5M,1.3054480243950732,103.91247836691647,Bedok
MP5S,1.3046720374995606,103.91256924764082,Bedok
MP6,1.3054965796249205,103.91638142426864,Bedok
MP6M,1.3022982737557702,103.90828624158966,Marine Parade
MP6S,1.3021648304353717,103.90840334501844,Marine Parade
MP7,1.3055812783399696,103.91468879090584,Bedok
MR3,1.3076935258199842,103.85909249026948,Kallang
MR4,1.3079140431771652,103.8599731043318,Kallang
MR5,1.3081555032749437,103.86079175042092,Kallang
MR6,1.3071674063050989,103.860536501889,Kallang
MR7,1.3075628847261749,103.8603921769383,Kallang
M1,1.323074781161124,103.88643638826342,Geylang
M16,1.3284561387923488,103.88648711671352,Geylang
M20,1.3275904526526752,103.8872655617889,Geylang
M25,1.3242254443101509,103.88817771100877,Geylang
M28,1.3311255664042714,103.88515749278552,Geylang
M3,1.329868086568628,103.88689704177298,Geylang
M32,1.322312871237763,103.8827929694789,Geylang
M33,1.3232457923541576,103.88217267100742,Geylang
M34,1.33250795730011,103.8856404174847,Geylang
M35,1.3272818522606618,103.8859150359735,Geylang
M36,1.326509562382485,103.88540075379076,Geylang
M37,1.3276774087929712,103.8856050735695,Geylang
M38,1.3271530486482317,103.88747666495222,Geylang
M4,1.329022794058407,103.88765970175432,Geylang
NBRM,1.3040036166790818,103.86301043995836,Kallang
NTL,1.3625494166235737,103.93608875149356,Pasir Ris
NT1,1.3611959653243422,103.93627591213452,Pasir Ris
NT10,1.3651635379350184,103.945291192554,Pasir Ris
NT11,1.3637175995470965,103.94420530977224,Pasir Ris
NT12,1.369544810044791,103.933471291194,Pasir Ris
NT13,1.367543719584096,103.93410174872746,Pasir Ris
NT14,1.3706364170177978,103.93599116999944,Pasir Ris
NT15,1.3397415899224674,103.93717164978013,Tampines
NT16,1.338014739818594,103.938639486132,Tampines
NT17,1.3371834680075492,103.93919062185056,Tampines
NT2,1.3620583764717364,103.93638451166724,Pasir Ris
NT3,1.3640245552539123,103.936324912445,Pasir Ris
NT4,1.3654317476675604,103.93623652273268,Pasir Ris
NT5,1.3616613990271371,103.9399014697318,Pasir Ris
NT6,1.3673373187590008,103.94179198726476,Pasir Ris
NT6L,1.368074227174044,103.941348244521,Pasir Ris
NT7,1.366004670620978,103.9429821841097,Pasir Ris
NT7L,1.3651149080077425,103.94264639424618,Pasir Ris
NT8,1.365971245260869,103.9401916925832,Pasir Ris
NT9,1.3667088585914036,103.94416428611494,Pasir Ris
N12L,1.3690776400778215,103.93425501060877,Pasir Ris
PDC4,1.3778877152433913,103.73874607750489,Choa Chu Kang
PDC5,1.391575269300993,103.74337020617482,Choa Chu Kang
PDJ3,1.3347153913634895,103.72041507700816,Jurong West
PDJ7,1.348961590640251,103.69791006448088,Jurong West
PDL1,1.394146066299304,103.91295050922268,Punggol
PDL2,1.4028669910573803,103.91309730699776,Punggol
PDP4,1.3837675231487243,103.77137123961244,Bukit Panjang
PDP5,1.3854160932518795,103.76607212381168,Choa Chu Kang
PDQ5,1.292679329769361,103.81098242424252,Tanglin
PDR2,1.3669259778172504,103.96455015442594,Pasir Ris
PDR6,1.3779685792615106,103.9418663872704,Pasir Ris
PDR7,1.3797395060386983,103.9362361216365,Pasir Ris
PDS1,1.38546999828579,103.90183385802798,Sengkang
PDT8,1.3553703676578694,103.93451077983536,Tampines
PDW5,1.4307681685236948,103.7941461022233,Woodlands
PDW7,1.445462284938923,103.79806059149976,Woodlands
PDW8,1.4381363820727735,103.79515144765338,Woodlands
PD8W,1.4431164400349494,103.79104630681393,Woodlands
PLB1,1.3690846037201423,103.95886128429326,Pasir Ris
PL10,1.3966475919364,103.91030619395788,Punggol
PL11,1.3981144128367358,103.9086505501604,Punggol
PL12,1.392370666728483,103.90940612733498,Punggol
PL13,1.3935886554890804,103.91038940445064,Punggol
PL14,1.4023968775457856,103.90504945007166,Punggol
PL15,1.3948625188764774,103.91258495275902,Punggol
PL16,1.3986088574081854,103.90936832589114,Punggol
PL17,1.3987172907709329,103.9163888739782,Punggol
PL18,1.3960928474761454,103.91431651502296,Punggol
PL19,1.3996847723542276,103.91010391091966,Punggol
PL20,1.3995558665879668,103.91519589302489,Punggol
PL21,1.3949707847951496,103.9154657518678,Punggol
PL22,1.3977398982918745,103.91591124799312,Punggol
PL23,1.399766896599864,103.90368863010534,Punggol
PL24,1.3995519599597044,103.90833604330264,Punggol
PL25,1.3955198255395491,103.9117777047101,Punggol
PL26,1.397283842157002,103.91530323143324,Punggol
PL27,1.3984631405322845,103.90307285517676,Punggol
PL28,1.4020092036707783,103.90651604233184,Punggol
PL29,1.400538847013659,103.91326596736532,Punggol
PL30,1.3943539447375144,103.91409384167888,Punggol
PL31,1.4036785832909175,103.90619802298995,Punggol
PL32,1.4048472500172462,103.90460666624058,Punggol
PL33,1.4012553870089215,103.9098906657592,Punggol
PL34,1.4038622806100294,103.90798247324102,Punggol
PL35,1.403119329325957,103.90729350674636,Punggol
PL36,1.4060197574757567,103.9062230563649,Punggol
PL37,1.4032349137543962,103.90965714004696,Punggol
PL38,1.404599230619109,103.90863393763117,Punggol
PL39,1.404000203581804,103.8979528034574,Punggol
PL40,1.4037210635186224,103.89915033137764,Punggol
PL41,1.4026510883226686,103.9019426804346,Punggol
PL42,1.4021264239945672,103.91169725663087,Punggol
PL43,1.4017143985503484,103.9030958327368,Punggol
PL44,1.3988565566526352,103.90132875322396,Punggol
PL45,1.393629380207697,103.91450023771392,Punggol
PL46,1.4002594317477943,103.911629841452,Punggol
PL47,1.40062697761417,103.9009163284307,Punggol
PL48,1.4030051179067975,103.90038376648238,Punggol
PL49,1.39934386050485,103.90038229474251,Punggol
PL50,1.4014192894388904,103.89943821756682,Punggol
PL51,1.400027896076509,103.89864919917358,Punggol
PL52,1.410213756755385,103.90146940720668,Punggol
PL53,1.4052986453292424,103.89817526182316,Punggol
PL54,1.4045062262447912,103.89534432107756,Punggol
PL55,1.4054048056345347,103.89684156866552,Punggol
PL56,1.4070699794626342,103.91172986197292,Punggol
PL57,1.4019208645334236,103.91468720451964,Punggol
PL58,1.399914839464193,103.91679073265148,Punggol
PL59,1.4081093216534804,103.89876067269095,Punggol
PL60,1.4058229986447557,103.91325810351428,Punggol
PL61,1.4061149025133164,103.90888986674658,Punggol
PL62,1.405533926416853,103.89552843195192,Punggol
PL63,1.4057398730818205,103.90957965561788,Punggol
PL64,1.405292841698462,103.91021417456209,Punggol
PL65,1.4097624479246258,103.89972278958616,Punggol
PL66,1.3935832922158498,103.9083695310193,Punggol
PL67,1.4084738701672737,103.89751341807955,Punggol
PL68,1.402849777146738,103.8956389998495,Punggol
PL69,1.4025347595532869,103.91761458579164,Punggol
PL70,1.4030007739268129,103.89324051770684,Punggol
PL71,1.404002823949442,103.91577153642424,Punggol
PL72,1.4011009423466618,103.89427875623936,Punggol
PL73,1.4032946064344989,103.89202440609496,Punggol
PL74,1.4012602647548895,103.89160298259306,Punggol
PL75,1.4134499069115312,103.898751428957,Punggol
PL76,1.413300796243431,103.89932825423608,Punggol
PL77,1.401012310975495,103.91955204475836,Punggol
PL78,1.4112200458616675,103.89750491628322,Punggol
PL79,1.3990865715031735,103.92126329189912,Punggol
PL80,1.4167856591181187,103.9021077540441,Punggol
PL81,1.419792210283198,103.90448268138022,Punggol
PL82,1.4169721676214329,103.90027160812296,Punggol
PL83,1.4185115837826394,103.90211346787348,Punggol
PL84,1.3978246062557662,103.92044173089413,Punggol
PL85,1.4144265294571667,103.9003385588945,Punggol
PL86,1.4179543758353037,103.90585033890687,Punggol
PL87,1.419393966591605,103.90618966735776,Punggol
PL88,1.417492115176636,103.91038472453968,Punggol
PL89,1.4189306059857634,103.9109754338774,Punggol
PL90,1.4178182413776312,103.91256219755702,Punggol
PM1,1.374282852405608,103.95660442487504,Pasir Ris
PM10,1.3667464214739626,103.96247396456312,Pasir Ris
PM11,1.3647932754078989,103.96345701840346,Pasir Ris
PM12,1.364905492978833,103.96502890331372,Pasir Ris
PM13,1.366473554777537,103.95959774167446,Pasir Ris
PM14,1.3647084328267207,103.96010539790726,Pasir Ris
PM15,1.3641601337238678,103.96167711032794,Pasir Ris
PM16,1.3623587330477784,103.96272060688575,Pasir Ris
PM17,1.3628388914348102,103.95975833337474,Pasir Ris
PM18,1.3647565501015386,103.95687982769032,Pasir Ris
PM19,1.367956777555041,103.95702273852432,Pasir Ris
PM2,1.3700730656196631,103.96101285046048,Pasir Ris
PM20,1.368041633413594,103.94745603169562,Pasir Ris
PM21,1.3711969823159391,103.94941542540158,Pasir Ris
PM22,1.3685624312364952,103.95221374215522,Pasir Ris
PM23,1.368681755302249,103.9495037477115,Pasir Ris
PM24,1.3671851799114298,103.9513153189908,Pasir Ris
PM25,1.3763901312097715,103.94560888980388,Pasir Ris
PM26,1.373867572894941,103.94399274023186,Pasir Ris
PM27,1.3739601888977977,103.94659596969208,Pasir Ris
PM28,1.3747001092714668,103.9477660061044,Pasir Ris
PM29,1.3773336408343035,103.94337373293368,Pasir Ris
PM3,1.371800349816746,103.96093300168182,Pasir Ris
PM30,1.3757453839953475,103.942177186883,Pasir Ris
PM31,1.3771735769826878,103.94712153743028,Pasir Ris
PM32,1.379306773598291,103.94009872430242,Pasir Ris
PM33,1.3770658998249783,103.93993136890828,Pasir Ris
PM34,1.378000605084881,103.9387119702444,Pasir Ris
PM35,1.3807695117170868,103.93864139053586,Pasir Ris
PM36,1.382416558645188,103.93707054978742,Pasir Ris
PM37,1.3819247877443936,103.93601952013236,Pasir Ris
PM38,1.3789475812238117,103.93724254160884,Pasir Ris
PM4,1.3741059191478615,103.96144271358428,Pasir Ris
PM40,1.377947613260169,103.93538366563013,Pasir Ris
PM41,1.3788374116684676,103.93408744824964,Pasir Ris
PM43,1.3772363788570845,103.933136254465,Pasir Ris
PM44,1.375965618267452,103.93329952863957,Pasir Ris
PM45,1.3746019548874393,103.93590489391228,Pasir Ris
PM46,1.373224586883511,103.93838698872838,Pasir Ris
PM5,1.373770353071396,103.96260801282268,Pasir Ris
PM6,1.370820028225231,103.96341243438104,Pasir Ris
PM7,1.367557638171994,103.96324992159052,Pasir Ris
PM8,1.3716359902146564,103.96025594204671,Pasir Ris
PM9,1.3682919670590967,103.96121606162905,Pasir Ris
PP1,1.3340049020680769,103.86921395965454,Toa Payoh
PP2,1.3326801447688823,103.86605451410936,Toa Payoh
PP3,1.3336019833981616,103.86584452814029,Toa Payoh
PP4,1.3347329118377305,103.86611923734664,Toa Payoh
PP5,1.336313101518534,103.86322285844972,Toa Payoh
PP6,1.3322837359757804,103.867614650814,Toa Payoh
PP9T,1.3321946782571863,103.86606008684048,Toa Payoh
PRM,1.2854503678206244,103.84227000806187,City
PRM1,1.3696196338882014,103.9578351895506,Pasir Ris
PRS1,1.368017156377775,103.96032633770312,Pasir Ris
PR1,1.367331839559714,103.95799980233409,Pasir Ris
PR10,1.3737389560940712,103.95718283417932,Pasir Ris
PR11,1.37445761966103,103.95939030529708,Pasir Ris
PR12,1.3687136904214412,103.95268297102702,Pasir Ris
PR13,1.3694763858176855,103.94961882876984,Pasir Ris
PR14,1.36668608880898,103.95149269876836,Pasir Ris
PR2,1.3672748025475827,103.95544278951137,Pasir Ris
PR3,1.3710634228755592,103.95071563026282,Pasir Ris
PR4,1.372934646075174,103.95452048873392,Pasir Ris
PR5,1.370508264193335,103.95511705035062,Pasir Ris
PR6,1.3693790590205053,103.95759400506218,Pasir Ris
PR7,1.3710094121120664,103.95768508262704,Pasir Ris
PR8,1.371267840795118,103.95957441760449,Pasir Ris
PR9,1.3732053012591277,103.95845575439007,Pasir Ris
P1,1.3993368546917764,103.90702372583482,Punggol
P11,1.321204214426874,103.74835585800412,Jurong East
P12,1.3205673948612164,103.74819409636508,Jurong East
P13,1.32069015976828,103.75040784611792,Clementi
P14,1.319353617788409,103.74917540107634,Clementi
P15,1.3198348225460357,103.74814817657057,Jurong East
P16,1.3198823805928217,103.74716480513705,Jurong East
P17,1.3188214674823946,103.74738396670357,Jurong East
P2,1.4001046189481623,103.90602882381457,Punggol
P3,1.3984568370825314,103.90577445865635,Punggol
P34L,1.4045253632063053,103.90742251192135,Punggol
P35L,1.4022418712257227,103.90762249223592,Punggol
P4,1.3972271617557055,103.90562289882668,Punggol
P40L,1.378101228997388,103.93593291083164,Pasir Ris
P5,1.396877554712999,103.90764189630674,Punggol
P5L,1.3974837242799767,103.90775041709176,Punggol
P6,1.3953685695565603,103.90946234340264,Punggol
P6L,1.3955982538271992,103.91008575182197,Punggol
P7,1.395427966897407,103.90647015288695,Punggol
P71L,1.4030316355351902,103.91590261360946,Punggol
P73L,1.4027378966441444,103.89194729925192,Punggol
P76L,1.4123215469010597,103.8992395945897,Punggol
P77L,1.4001120866706809,103.9192977638284,Punggol
P8,1.394228446238067,103.91091390677042,Punggol
P88L,1.417455716266433,103.91087251352258,Punggol
P89L,1.419339313044051,103.91190496880934,Punggol
P9,1.3929239184124922,103.91253745829592,Punggol
Q14,1.297630700877891,103.8021680309718,Tanglin
Q15,1.298332573143507,103.80175442244324,Tanglin
Q16,1.2969337257257847,103.80371667974536,Tanglin
Q17,1.2962063464606497,103.80382460327912,Tanglin
Q19,1.294701006605811,103.80325801294246,Tanglin
Q2A,1.2916476231174177,103.80438670203392,Tanglin
Q4,1.288713705492311,103.8039083538027,Queenstown
Q41,1.294345239395992,103.80922355228716,Tanglin
Q48,1.2953582295668464,103.80351335770987,Tanglin
Q49,1.2952947342758852,103.80277197043488,Tanglin
Q5A,1.291140317209175,103.80316783226505,Queenstown
Q5S,1.290779202832364,103.80214729898836,Queenstown
Q51,1.29793262781623,103.79906247903378,Queenstown
Q52,1.2967856200643266,103.79891198839482,Queenstown
Q55,1.298689181938898,103.79642676862838,Queenstown
Q59,1.300933741254127,103.79758469119297,Queenstown
Q65,1.305523820456335,103.79875385421042,Tanglin
Q65A,1.3070878550554548,103.80113832326737,Tanglin
Q66,1.3067047897222317,103.7994973472629,Tanglin
Q67,1.3071728123632311,103.80054334003177,Tanglin
Q68,1.3068774261960954,103.79900467147296,Tanglin
Q70,1.307346070611532,103.80054927179172,Tanglin
Q72,1.3064930061098052,103.80089701701296,Tanglin
Q73,1.3062533085068184,103.80039166552652,Tanglin
Q75M,1.3083119292817045,103.79369887834396,Bukit Timah
Q77M,1.3115932040321523,103.79201555445752,Bukit Timah
Q8,1.294206414375911,103.79956933961464,Queenstown
Q80,1.308536481409173,103.79270170688444,Bukit Timah
Q81,1.3075367428679028,103.7931643203566,Bukit Timah
Q84,1.3067809877783425,103.7966731852932,Tanglin
Q85,1.3082345910446556,103.7920456703824,Bukit Timah
Q86,1.2945634816894256,103.8038718685722,Tanglin
Q87,1.3088789371038378,103.79623840948672,Tanglin
Q88,1.2929905606576144,103.80055965992032,Queenstown
Q89,1.3062461348732033,103.79504979530866,Queenstown
Q92,1.2947981950673075,103.80848502285858,Tanglin
Q93,1.294940133639939,103.80806396955144,Tanglin
Q94,1.307637807934568,103.80056110547294,Tanglin
Q95,1.3067193471401597,103.8012681797189,Tanglin
Q96,1.2953471669289232,103.804405250075,Tanglin
Q97,1.2991996020608594,103.79738568437072,Queenstown
Q98,1.2973375726157717,103.79728490662406,Queenstown
Q99,1.3052955173997691,103.79909451795837,Tanglin
RCM,1.3072102800045216,103.85535244045651,Kallang
RC1,1.328546809837197,103.85155370374817,Toa Payoh
RC2,1.3276877467528554,103.85307063417072,Toa Payoh
RC3,1.3282855436779146,103.85456412458848,Toa Payoh
RHM,1.2864639274830016,103.8185776051934,Bukit Merah
RHM2,1.2870082444741209,103.81690732416628,Bukit Merah
RHM3,1.2879157769529934,103.81727324816993,Bukit Merah
RHM4,1.2879887721540044,103.815817221734,Bukit Merah
RHS,1.2882886138255252,103.81561639580671,Bukit Merah
SAM,1.292563549000887,103.8118774506864,Tanglin
SAM2,1.2939801137911928,103.81098041001113,Tanglin
SB1,1.446480287012054,103.82205727914038,Sembawang
SB10,1.452495987454693,103.81539294605052,Sembawang
SB11,1.4517759781995072,103.81666194814848,Sembawang
SB12,1.4531650655885606,103.81906292608272,Sembawang
SB13,1.4543523817123178,103.8164254897944,Sembawang
SB14,1.4523973177575265,103.81743227735916,Sembawang
SB15,1.4489271805752448,103.8166936266958,Sembawang
SB16,1.4482824208020346,103.81731036780364,Sembawang
SB17,1.4509081142282274,103.8236899540714,Sembawang
SB18,1.4489311212031637,103.81370144290932,Sembawang
SB19,1.45159164275342,103.82135766637312,Sembawang
SB2,1.4464483347703572,103.82050273329794,Sembawang
SB20,1.4502717325718189,103.82250801852724,Sembawang
SB21,1.4517812855899763,103.8142356397866,Sembawang
SB22,1.4511675571821523,103.8202882923335,Sembawang
SB23,1.4500353806754085,103.81838924290274,Sembawang
SB24,1.452416912231222,103.82353138485568,Sembawang
SB25,1.4501900593556536,103.82478696492068,Sembawang
SB26,1.456465018093812,103.81522395296496,Sembawang
SB27,1.456622416476304,103.81739647167652,Sembawang
SB28,1.4548633392563763,103.81563840952435,Sembawang
SB29,1.453031035211081,103.82008390804212,Sembawang
SB3,1.4449556774576735,103.81877261852776,Sembawang
SB30,1.4554680859085,103.81353977631429,Sembawang
SB31,1.4555266790492731,103.81452318921048,Sembawang
SB32,1.4503668722544232,103.82631386478512,Sembawang
SB33,1.451213897941924,103.82743286825053,Sembawang
SB34,1.4546450335090684,103.8135215966646,Sembawang
SB35,1.4457165694498084,103.83160177449474,Sembawang
SB36,1.447434315699565,103.83398232747932,Sembawang
SB37,1.449149823971449,103.832738663608,Sembawang
SB38,1.4446430469011298,103.83269273289405,Sembawang
SB39,1.4477832787068887,103.83220530968347,Sembawang
SB4,1.4440797074466718,103.82127316472264,Sembawang
SB40,1.4460719694425144,103.82870324072329,Sembawang
SB41,1.44618298305479,103.81375259506194,Sembawang
SB42,1.4443661657599065,103.81625814051424,Sembawang
SB43,1.4450726705345538,103.82992432847776,Sembawang
SB44,1.4518274120761177,103.83208939433696,Sembawang
SB45,1.4433848775494968,103.83075891243476,Sembawang
SB46,1.445988059863485,103.83435654794056,Sembawang
SB47,1.4485951270246518,103.82974768261457,Sembawang
SB48,1.4408072537778018,103.82855842980683,Sembawang
SB49,1.444494078679443,103.82851481491171,Sembawang
SB5,1.446119844740713,103.81819700149272,Sembawang
SB50,1.4424153409954463,103.82180827068632,Sembawang
SB6,1.44534120088779,103.8225551339067,Sembawang
SB7,1.4466286838914626,103.81500660782469,Sembawang
SB8,1.4471119773997287,103.81722634794112,Sembawang
SB9,1.447670434181071,103.81548836056376,Sembawang
SDM,1.31246021162246,103.87445140859606,Geylang
SDM2,1.3161327950004935,103.87845506103224,Geylang
SD1,1.316572678030688,103.87708327324589,Geylang
SD10,1.3116822617293835,103.87407845046492,Geylang
SD11,1.3163856903514648,103.87944876634792,Geylang
SD2,1.3169224596017084,103.8783648643269,Geylang
SD3,1.3173299644584724,103.87924761702736,Geylang
SD4,1.3165783475838255,103.8802418081955,Geylang
SD5,1.31776892051572,103.87991488367722,Geylang
SD9,1.3117614700214142,103.87349593503184,Kallang
SE1R,1.3714096366112394,103.86933550523526,Serangoon
SE11,1.3702260011119267,103.87341939616717,Hougang
SE12,1.3578438574793206,103.87308906272592,Serangoon
SE13,1.3565716827001997,103.87033018876268,Serangoon
SE14,1.354552223660296,103.8699887080886,Serangoon
SE15,1.352894926166181,103.86941007543432,Serangoon
SE16,1.3526188900569815,103.8677199321161,Serangoon
SE17,1.351714440939821,103.86770944034168,Serangoon
SE18,1.350197482861451,103.87046405891748,Serangoon
SE19,1.3547449134036968,103.8736912310187,Serangoon
SE2,1.3700669160712335,103.87053211749544,Serangoon
SE20,1.3515775676309512,103.87209879674288,Serangoon
SE21,1.353436181204226,103.87201608645312,Serangoon
SE22,1.354156731568103,103.8721288272635,Serangoon
SE23,1.354049906791127,103.87083893019704,Serangoon
SE24,1.3527643970392298,103.87149419262816,Serangoon
SE25,1.34631024904111,103.872723391519,Serangoon
SE26,1.348961711170609,103.87413981650234,Serangoon
SE27,1.3483947531667395,103.8762489104555,Serangoon
SE28,1.3481957061532102,103.87362325721136,Serangoon
SE29,1.3499026871040125,103.87579928529908,Serangoon
SE3,1.3692441818922374,103.87092233217392,Serangoon
SE30,1.3678621295789108,103.87445279977992,Hougang
SE31,1.3715119708787606,103.8736719069536,Hougang
SE32,1.372284800929649,103.872296737759,Serangoon
SE33,1.3741617382772795,103.87260782853788,Hougang
SE34,1.3740981072158882,103.87463332858997,Hougang
SE35,1.3730991180086038,103.87625296021636,Hougang
SE37,1.3715875511419628,103.87488896753706,Hougang
SE38,1.3739532452074892,103.87571527826626,Hougang
SE39,1.3735036717727902,103.87170290325034,Serangoon
SE4,1.3687392940496197,103.8722961107677,Serangoon
SE4S,1.366987286696181,103.87327955200146,Serangoon
SE4T,1.367662355945608,103.86999155861712,Serangoon
SE40,1.3725409566369595,103.87002295696402,Serangoon
SE41,1.3740476540994069,103.87021204033375,Serangoon
SE42,1.370879739615963,103.87510469851716,Hougang
SE43,1.370494626781832,103.87568240519704,Hougang
SE5L,1.3694026719542929,103.8753455597715,Hougang
SE50,1.3539013434633929,103.86861037078488,Serangoon
SE51,1.3552098604736484,103.87238246840354,Serangoon
SE52,1.3568895318365632,103.87163341170078,Serangoon
SE53,1.369391156083418,103.8750712108872,Hougang
SE54,1.3574991140500388,103.87117293787502,Serangoon
SE6,1.3658478968113683,103.87188259226832,Serangoon
SE7,1.3655102143875215,103.87205646888836,Serangoon
SE9,1.3684173420705263,103.87445986390266,Hougang
SGLM,1.3226623838300875,103.86022903293444,Kallang
SGTM,1.3220346879526783,103.86283710341796,Kallang
SG1,1.3232280335397644,103.8610063216848,Kallang
SG2,1.324116239510012,103.86221206094686,Toa Payoh
SG3,1.3251470002256716,103.8621766860311,Toa Payoh
SG4,1.3233078536386114,103.86310359429127,Kallang
SH1,1.3507449261777276,103.83829758916372,Bishan
SH2,1.3519652625237195,103.83696880365702,Bishan
SIM1,1.343164542305763,103.9504537993984,Tampines
SIM2,1.3461064600262538,103.95391967522448,Tampines
SIM3,1.3453701772727102,103.95816625977892,Tampines
SIM4,1.343593182911358,103.95354638404788,Tampines
SIM5,1.342527290332568,103.95228048073756,Tampines
SIM6,1.3429664551874505,103.95894372041182,Tampines
SI1,1.34110943783859,103.95131785642238,Tampines
SI10,1.3455699790698423,103.9571232205272,Tampines
SI11,1.345172569755738,103.95926490626184,Tampines
SI12,1.3458702647263434,103.9589284100017,Tampines
SI13,1.341979359948774,103.95711141512344,Tampines
SI14,1.345276043192383,103.95461834695486,Tampines
SI2,1.3440114710940638,103.95191562437488,Tampines
SI3,1.3445653569991929,103.95202598786354,Tampines
SI4,1.344856604703591,103.95227493068576,Tampines
SI5,1.3457454616524451,103.9539639888229,Tampines
SI6,1.3469018245740432,103.955625430728,Tampines
SI7,1.34742968430817,103.95629220295577,Tampines
SI8,1.3472093067939983,103.95712210094192,Tampines
SI9,1.3457753474928371,103.95543946175437,Tampines
SK1,1.388417259707034,103.90416746999068,Punggol
SK10,1.3902640175240115,103.89823603716232,Sengkang
SK11,1.3884031811248536,103.89946348353912,Sengkang
SK12,1.3832014796474918,103.90065803933672,Sengkang
SK13,1.388174110163739,103.90074359393176,Sengkang
SK14,1.3898150362870645,103.90533732069552,Punggol
SK15,1.3936038427321584,103.89953418022624,Punggol
SK16,1.3837297041351546,103.9009037659496,Sengkang
SK17,1.392821390774378,103.89870681748091,Punggol
SK18,1.394678969989385,103.90455098519682,Punggol
SK19,1.394773252958036,103.9024281570004,Punggol
SK2,1.390283406829788,103.9001141454174,Sengkang
SK20,1.3940951516643665,103.90387099960166,Punggol
SK21,1.382830239537726,103.9031088524078,Sengkang
SK22,1.387224448476272,103.9052154115564,Punggol
SK23,1.3862233734196856,103.90609468269211,Sengkang
SK24,1.3937143837711456,103.906757692769,Punggol
SK25,1.3929209702849563,103.89795579643936,Punggol
SK26,1.3935143423581973,103.89655861618228,Punggol
SK27,1.3848559723028522,103.90344012017628,Sengkang
SK28,1.3870087192667444,103.89590076347643,Sengkang
SK29,1.3880225732532303,103.89538993670782,Sengkang
SK3,1.3860441807607258,103.89742587393197,Sengkang
SK30,1.3937198420677013,103.89584128890542,Sengkang
SK31,1.3932082235368315,103.90256587963714,Punggol
SK32,1.3876583459669192,103.89216437348864,Sengkang
SK33,1.388331502255948,103.89239969863954,Sengkang
SK34,1.3966809496482977,103.90197084903332,Punggol
SK35,1.3951935711256322,103.89984356864667,Punggol
SK36,1.388853429245626,103.89154112843612,Sengkang
SK37,1.3874486506871426,103.89060865561804,Sengkang
SK38,1.3947766801720634,103.89468941910204,Punggol
SK39,1.3962605919227666,103.89806140504734,Punggol
SK4,1.3821330181549571,103.90006207293152,Sengkang
SK40,1.3904467559290847,103.88840339805546,Sengkang
SK41,1.38872795405383,103.88777616046228,Sengkang
SK42,1.387879204666016,103.88933309952282,Sengkang
SK43,1.3964681241488188,103.89718165705648,Punggol
SK44,1.3894943709639047,103.88638030369792,Sengkang
SK45,1.397600519618371,103.89873817955828,Punggol
SK46,1.392199195734594,103.88511138181325,Sengkang
SK47,1.3903581193809895,103.8851823239218,Sengkang
SK48,1.3902040655569814,103.89150780180556,Sengkang
SK49,1.3905130202271323,103.89045576272176,Sengkang
SK5,1.3876784878398374,103.90274506989354,Sengkang
SK50,1.3932748493327587,103.89256123233103,Sengkang
SK51,1.3936125125577157,103.8914760567713,Sengkang
SK52,1.3926975290310513,103.88999768221228,Sengkang
SK53,1.3925584790931955,103.88737404090254,Sengkang
SK54,1.3920550439026411,103.9083126808748,Punggol
SK55,1.3871444368595176,103.90776944192206,Punggol
SK58,1.3894447199134696,103.878212028333,Sengkang
SK59,1.3954336679585913,103.89584219765396,Punggol
SK6,1.389467324519619,103.90093736379616,Sengkang
SK60,1.387759583250722,103.87325996745564,Seletar
SK61,1.3881775375590992,103.87483706518684,Seletar
SK62,1.3888827807769966,103.8767194791357,Sengkang
SK63,1.384046610088895,103.89797731984484,Sengkang
