CarParkID,Area,Development,Location,AvailableLots,LotType,Agency
SK94,,BLK 329 ANCHORVALE STREET,1.3963498473621663 103.88933706082823,463,C,HDB
SK94,,BLK 329 ANCHORVALE STREET,1.3963498473621663 103.88933706082823,0,H,HDB
SK94,,BLK 329 ANCHORVALE STREET,1.3963498473621663 103.88933706082823,74,Y,HDB
SK95,,BLK 334 ANCHORVALE CRESCENT,1.3979703350916026 103.88985718053237,0,H,HDB
SK95,,BLK 334 ANCHORVALE CRESCENT,1.3979703350916026 103.88985718053237,0,Y,HDB
SK95,,BLK 334 ANCHORVALE CRESCENT,1.3979703350916026 103.88985718053237,506,C,HDB
SK96,,BLK 440 FERNVALE LINK,1.3929133695653928 103.87825093583903,333,C,HDB
SK96,,BLK 440 FERNVALE LINK,1.3929133695653928 103.87825093583903,0,H,HDB
SK96,,BLK 440 FERNVALE LINK,1.3929133695653928 103.87825093583903,32,Y,HDB
SK97,,BLK 350 ANCHORVALE ROAD,1.392860433062418 103.88624115849512,3,C,HDB
SK98,,BLK 414 FERNVALE LINK,1.3896489827704552 103.88008277711187,293,C,HDB
SK99,,BLK 468 FERNVALE LINK,1.3970913852333855 103.87855548643643,346,C,HDB
SS1L,,BLK 338A ANCHORVALE CRESCENT,1.3990531773471688 103.88922947307593,0,C,HDB
STAM,,BLK 56A STRATHMORE AVENUE,1.2928501909994545 103.8099398412821,0,H,HDB
STAM,,BLK 56A STRATHMORE AVENUE,1.2928501909994545 103.8099398412821,58,Y,HDB
STAM,,BLK 56A STRATHMORE AVENUE,1.2928501909994545 103.8099398412821,171,C,HDB
STM1,,BLK 169A STIRLING ROAD,1.290264277465122 103.8031927142152,0,H,HDB
STM1,,BLK 169A STIRLING ROAD,1.290264277465122 103.8031927142152,148,C,HDB
STM1,,BLK 169A STIRLING ROAD,1.290264277465122 103.8031927142152,6,Y,HDB
STM2,,BLK 171A STIRLING ROAD,1.2898290995536554 103.8037023746622,121,C,HDB
STM2,,BLK 171A STIRLING ROAD,1.2898290995536554 103.8037023746622,0,H,HDB
STM2,,BLK 171A STIRLING ROAD,1.2898290995536554 103.8037023746622,9,Y,HDB
STM3,,BLK 168-171 STIRLING ROAD,1.2898270512573657 103.80332649598694,0,C,HDB
STM3,,BLK 168-171 STIRLING ROAD,1.2898270512573657 103.80332649598694,21,Y,HDB
STM3,,BLK 168-171 STIRLING ROAD,1.2898270512573657 103.80332649598694,0,H,HDB
T47A,,BLK 864B TAMPINES STREET 83,1.3549084080998184 103.93511436165674,31,C,HDB
T47L,,BLK 519 TAMPINES CENTRAL 8,1.3560437447424372 103.93954257981167,15,C,HDB
T49A,,BLK 882A TAMPINES STREET 83,1.3514152142357763 103.93341841093581,111,C,HDB
TAM1,,BLK 507 TAMPINES CENTRAL 1,1.3551798764393437 103.94595187637952,334,C,HDB
TAM2,,BLK 475 TAMPINES STREET 44,1.3602933344017731 103.95315510409623,387,C,HDB
TB10,,BLK 38/40 TELOK BLANGAH RISE,1.2724063895031816 103.82320738795565,1,H,HDB
TB10,,BLK 38/40 TELOK BLANGAH RISE,1.2724063895031816 103.82320738795565,40,Y,HDB
TB10,,BLK 38/40 TELOK BLANGAH RISE,1.2724063895031816 103.82320738795565,7,C,HDB
TB11,,BLK 42/43 TELOK BLANGAH RISE,1.2706126262257975 103.82353547243777,58,Y,HDB
TB11,,BLK 42/43 TELOK BLANGAH RISE,1.2706126262257975 103.82353547243777,0,H,HDB
TB11,,BLK 42/43 TELOK BLANGAH RISE,1.2706126262257975 103.82353547243777,151,C,HDB
TB14,,BLK 113/114 DEPOT ROAD,1.2818252116947249 103.80734533801916,10,C,HDB
TB17,,BLK 50/71 TELOK BLANGAH DRIVE,1.2748148572246434 103.8130198069804,104,C,HDB
TB18,,BLK 72/74/84 TELOK BLANGAH DRIVE,1.2765122720163784 103.80981167434003,21,C,HDB
TB19,,BLK 75/76 TELOK BLANGAH DRIVE,1.274664691193309 103.80871041296768,47,C,HDB
TB22,,BLK 79/80/81 TELOK BLANGAH DRIVE,1.2739113685383836 103.80758102621795,0,H,HDB
TB22,,BLK 79/80/81 TELOK BLANGAH DRIVE,1.2739113685383836 103.80758102621795,4,C,HDB
TB22,,BLK 79/80/81 TELOK BLANGAH DRIVE,1.2739113685383836 103.80758102621795,10,Y,HDB
TB23,,DEPOT ROAD LORRY PARK,1.2813421691028313 103.815218908697,45,C,HDB
TB23,,DEPOT ROAD LORRY PARK,1.2813421691028313 103.815218908697,38,Y,HDB
TB23,,DEPOT ROAD LORRY PARK,1.2813421691028313 103.815218908697,32,H,HDB
TB28,,BLK 45 TELOK BLANGAH DRIVE,1.272025040149605 103.80911204099421,0,C,HDB
TB28,,BLK 45 TELOK BLANGAH DRIVE,1.272025040149605 103.80911204099421,0,H,HDB
TB28,,BLK 45 TELOK BLANGAH DRIVE,1.272025040149605 103.80911204099421,11,Y,HDB
TBC2,,BLK 23A TELOK BLANGAH CRESCENT,1.2757430581831477 103.82068963521911,156,C,HDB
TBC3,,BLK 3A TELOK BLANGAH CRESCENT,1.2790442396842847 103.81757816924244,74,Y,HDB
TBC3,,BLK 3A TELOK BLANGAH CRESCENT,1.2790442396842847 103.81757816924244,54,C,HDB
TBC3,,BLK 3A TELOK BLANGAH CRESCENT,1.2790442396842847 103.81757816924244,0,H,HDB
TBCM,,BLK 16A TELOK BLANGAH CRESCENT,1.277544772320726 103.8211242982438,52,Y,HDB
TBCM,,BLK 16A TELOK BLANGAH CRESCENT,1.277544772320726 103.8211242982438,0,H,HDB
TBCM,,BLK 16A TELOK BLANGAH CRESCENT,1.277544772320726 103.8211242982438,563,C,HDB
TBM2,,BLK 73A TELOK BLANGAH STREET 32,1.275304365127863 103.80922332015486,71,Y,HDB
TBM2,,BLK 73A TELOK BLANGAH STREET 32,1.275304365127863 103.80922332015486,1,H,HDB
TBM2,,BLK 73A TELOK BLANGAH STREET 32,1.275304365127863 103.80922332015486,232,C,HDB
TBM3,,BLK 78A TELOK BLANGAH STREET 32,1.2733743359097671 103.8089728461382,99,C,HDB
TBM3,,BLK 78A TELOK BLANGAH STREET 32,1.2733743359097671 103.8089728461382,0,H,HDB
TBM3,,BLK 78A TELOK BLANGAH STREET 32,1.2733743359097671 103.8089728461382,94,Y,HDB
TBM4,,BLK 88A TELOK BLANGAH HEIGHTS,1.2772968603536372 103.80776708675599,0,H,HDB
TBM4,,BLK 88A TELOK BLANGAH HEIGHTS,1.2772968603536372 103.80776708675599,33,Y,HDB
TBM4,,BLK 88A TELOK BLANGAH HEIGHTS,1.2772968603536372 103.80776708675599,477,C,HDB
TBM5,,BLK 57A TELOK BLANGAH HEIGHTS,1.2749985070777625 103.81175153966544,216,C,HDB
TBM6,,BLK 52A TELOK BLANGAH DRIVE,1.273333001459122 103.8111113747529,323,C,HDB
TBM7,,BLK 70 TELOK BLANGAH HEIGHTS,1.2762661203468064 103.81083577381351,387,C,HDB
TBM8,,BLK 90 TELOK BLANGAH STREET 31,1.277206938058043 103.80728086504854,481,C,HDB
TBMT,,BLK 80 TELOK BLANGAH STREET 31,1.273796254048692 103.80690132190577,0,H,HDB
TBMT,,BLK 80 TELOK BLANGAH STREET 31,1.273796254048692 103.80690132190577,59,Y,HDB
TBMT,,BLK 80 TELOK BLANGAH STREET 31,1.273796254048692 103.80690132190577,30,C,HDB
TE13,,BLK 78/80 MOH GUAN TERRACE/CHAY YAN STREET,1.2832266599701248 103.83057455675385,127,C,HDB
TE14,,BLK 140/142 JALAN BUKIT MERAH,1.2769805823702816 103.82885466487494,42,C,HDB
TE25,,BLK 17/31/141/150 KAMPONG BAHRU ROAD,1.2773716640915616 103.83078772296446,152,C,HDB
TGM1,,BLK 63A TEBAN GARDENS ROAD,1.3211726817138758 103.7389140143145,209,C,HDB
TGM2,,BLK 61 TEBAN GARDENS ROAD,1.322145018701153 103.73829445496825,113,C,HDB
TGM3,,BLK 22A TEBAN GARDENS ROAD,1.323261328541309 103.73932836739347,244,C,HDB
TGM4,,BLK 57A TEBAN GARDENS ROAD,1.3225222217339545 103.737251753041,220,C,HDB
TGML,,BLK 64 AND 65 TEBAN GARDENS ROAD,1.3217496874035426 103.73934148022148,0,C,HDB
TH1L,,"BLK 111A,111B,111C,112A,113A,113B, PLANTATION CRESCENT",1.3548198831517266 103.73522278305408,6,C,HDB
TH20,,BLK 218 TENGAH GARDEN WALK,1.3595974039792182 103.73044304688614,236,C,HDB
TH21,,BLK 223 TENGAH GARDEN AVENUE,1.3572405413004855 103.73044775351768,161,C,HDB
TH22,,BLK 240 TENGAH GARDEN WALK,1.3610011207444028 103.73218424591953,124,C,HDB
TH23,,BLK 226 TENGAH DRIVE,1.3601417730544796 103.7332544470114,141,C,HDB
TH24,,BLK 243 TENGAH CENTRAL,1.3605234514248141 103.72847480614084,338,C,HDB
TH30,,BLK 318 TENGAH ROAD,1.3631504400131742 103.73883056922118,323,C,HDB
TH31,,BLK 307 PARC CLOVER,1.360794376709474 103.73682655924675,351,C,HDB
TH32,,BLK 322 TENGAH DRIVE,1.3624092182576615 103.73526902083806,181,C,HDB
TH33,,BLK 325 TENGAH GARDEN WALK,1.3633776430798448 103.73341965878791,193,C,HDB
TH3L,,"BLK 123A -123C,125A-125B,126A -126C TENGAH DRIVE",1.357862774918586 103.73351988243533,8,C,HDB
THPP,,BLK 128A & 128B PLANTATION CRESCENT,1.3578681355945144 103.73409992630774,13,C,HDB
TJ27,,BLK 151/154 YUNG HO ROAD,1.3271974324164348 103.7210661555085,75,C,HDB
TJ28,,BLK 364 YUNG AN ROAD,1.337119756739531 103.72045887880469,514,C,HDB
TJ29,,BLK 155A YUNG LOH ROAD,1.328142779310987 103.72230234256998,233,C,HDB
TJ30,,BLK 163A YUNG PING ROAD,1.330101423875064 103.72223918558437,341,C,HDB
TJ31,,BLK 331A KANG CHING ROAD,1.3385945699866773 103.7228701676732,424,C,HDB
TJ32,,BLK 346A KANG CHING ROAD,1.3400495012314564 103.72018296672012,181,C,HDB
TJ33,,BLK 328A TAH CHING ROAD,1.3371094144649902 103.72324981677103,211,C,HDB
TJ34,,BLK 115A HO CHING ROAD,1.3340202356039408 103.72454031144007,212,C,HDB
TJ35,,BLK 183A CORPORATION DRIVE,1.332900638803142 103.72248400459617,131,C,HDB
TJ36,,BLK 121A YUAN CHING ROAD,1.33620785554243 103.72452979381997,166,C,HDB
TJ38,,175 YUNG KUANG ROAD,1.3323135686022491 103.72177968691959,143,C,HDB
TJ39,,138 YUAN CHING ROAD,1.3279067612343773 103.72332387701944,350,C,HDB
TJ41,,BLK 140 CORPORATION DRIVE,1.3268210614658706 103.72339760723666,141,C,HDB
TJ42,,BLK 150 CORPORATION DRIVE,1.327225464448198 103.72234935625254,70,C,HDB
TM10,,BLK 331A TAMPINES STREET 32,1.3533536464056606 103.96025509665817,95,C,HDB
TM11,,BLK 384A TAMPINES STREET 32,1.3544003716040376 103.95852452338794,229,C,HDB
TM12,,BLK 390A TAMPINES AVENUE 7,1.355830434094362 103.95721552075285,165,C,HDB
TM13,,BLK 374A TAMPINES STREET 34,1.3563570938086316 103.95910066578068,144,C,HDB
TM14,,BLK 891B TAMPINES AVENUE 8,1.349150150572816 103.93057172796968,150,C,HDB
TM15,,BLK 450B TAMPINES STREET 42,1.3577306247908698 103.95222370166921,36,C,HDB
TM16,,BLK 230A TAMPINES STREET 21,1.3557548071850165 103.9502311329006,158,C,HDB
TM17,,BLK 842A TAMPINES STREET 82,1.3512131549215916 103.93798705865015,203,C,HDB
TM18,,BLK 856A TAMPINES STREET 82,1.352397971346172 103.93803491918702,79,C,HDB
TM19,,BLK 364A TAMPINES STREET 34,1.3573426549341452 103.95934486358438,90,C,HDB
TM1A,,BLK 952 & 954 TAMPINES STREET 96,1.3435617502600952 103.93604892903188,279,C,HDB
TM1B,,BLK 956 TAMPINES STREET 96,1.3414182581520075 103.93468619275474,268,C,HDB
TM20,,BLK 366A TAMPINES STREET 34,1.3581427180049097 103.96102149209774,94,C,HDB
TM21,,BLK 340A TAMPINES STREET 33,1.351413326728958 103.9604738494622,161,C,HDB
TM22,,BLK 351A TAMPINES STREET 33,1.3522644865891793 103.96282948823202,154,C,HDB
TM23,,BLK 354A TAMPINES STREET 33,1.3546614860541353 103.96218106175473,95,C,HDB
TM24,,BLK 359A TAMPINES STREET 34,1.3554179484170028 103.96144236093973,138,C,HDB
TM25,,BLK 497E TAMPINES STREET 45,1.3587147470304046 103.95849513834378,3,C,HDB
TM26,,BLK 497K TAMPINES STREET 45,1.359826679800449 103.95962522398693,35,C,HDB
TM27,,BLK 497L TAMPINES STREET 45,1.3606530051267882 103.95988847902794,184,C,HDB
TM28,,BLK 498K TAMPINES STREET 45,1.3628337349595214 103.95687967842439,100,C,HDB
TM29,,BLK 498C TAMPINES STREET 45,1.360685386148459 103.95910880324725,113,C,HDB
TM30,,BLK 701A TAMPINES STREET 71,1.3568738298168166 103.93665140890151,212,C,HDB
TM31,,BLK 716A TAMPINES STREET 71,1.358751855862413 103.93665544860967,279,C,HDB
TM33,,BLK 727A TAMPINES STREET 71,1.3563636673503963 103.93607194832389,178,C,HDB
TM34,,BLK 730A TAMPINES STREET 71,1.3572198097634045 103.93343290207575,168,C,HDB
TM35,,BLK 742A TAMPINES STREET 72,1.3599148478886398 103.93413927453113,319,C,HDB
TM36,,BLK 515 TAMPINES CENTRAL 7,1.357162985870874 103.93907329779351,72,C,HDB
TM37,,BLK 518 TAMPINES CENTRAL 7,1.3561768438595532 103.93860723824413,82,C,HDB
TM41,,BLK 921A TAMPINES STREET 91,1.347530101900657 103.94141848248232,191,C,HDB
TM42,,BLK 823A TAMPINES STREET 81,1.3489369754508136 103.9335074576457,232,C,HDB
TM43,,BLK 202A TAMPINES STREET 21,1.3533871776667497 103.95223471017107,177,C,HDB
TM44,,BLK 499 TAMPINES AVENUE 9,1.3592000246387625 103.95631685027057,148,C,HDB
TM45,,BLK 869C TAMPINES AVENUE 8,1.3553474172674878 103.93300299723589,212,C,HDB
TM46,,BLK 522 TAMPINES CENTRAL 7,1.358546579208603 103.93844376960843,441,C,HDB
TM47,,BLK 519 TAMPINES CENTRAL 8,1.3567124317208692 103.94015046680205,374,C,HDB
TM48,,BLK 890 TAMPINES AVENUE 1,1.3470782741470526 103.93414142758913,105,C,HDB
TM50,,BLK 870B TAMPINES STREET 86,1.3564483304653605 103.93111964390408,119,C,HDB
TM51,,BLK 879C TAMPINES AVENUE 8,1.3511829039419279 103.9287560850245,183,C,HDB
TM52,,BLK 492 TAMPINES ST45,1.3638640262613257 103.95571362132692,297,C,HDB
TM53,,BLK 859B TAMPINES AVENUE 5,1.3548531044706353 103.93868902311955,217,C,HDB
TM54,,BLK 875A TAMPINES STREET 86,1.353529262044268 103.92992264359664,101,C,HDB
TM55,,BLK 873A TAMPINES STREET 85,1.35487904037125 103.93070583108614,151,C,HDB
TM56,,BLK 858E TAMPINES WALK,1.3543967795649374 103.94087133818661,16,C,HDB
TP10,,BLK 68 LORONG 5 TOA PAYOH,1.334916138252439 103.85359156385059,55,C,HDB
TP12,,BLK 71/72 LORONG 5 TOA PAYOH,1.3340273406775984 103.85210696045976,10,C,HDB
TP14,,BLK 63/64 LORONG 5 TOA PAYOH,1.3358886109189254 103.85240772188128,9,C,HDB
TP15,,BLK 53 TO 55 LORONG 5 TOA PAYOH,1.337479399847981 103.8508335496812,10,C,HDB
TP16,,BLK 175/183 TO 185 TOA PAYOH TOWN CENTRE,1.3332457462894012 103.84831615333503,572,C,HDB
TP17,,BLK 177 TO 179 TOA PAYOH TOWN CENTRE,1.3337730225560445 103.84859327961257,59,C,HDB
TP18,,BLK 186/191 TO 193 TOA PAYOH TOWN CENTRE,1.332589320741089 103.85074446814296,184,C,HDB
TP20,,BLK 158-161/163/168-174 LORONG 1 TOA PAYOH,1.3310224199548122 103.84448757302654,28,C,HDB
TP22,,BLK 148 TO 150 LORONG 1 TOA PAYOH,1.3342009368503904 103.84404232075971,121,C,HDB
TP27,,BLK 125/126/131 LORONG 2 TOA PAYOH,1.3375441280541513 103.84526755743326,99,C,HDB
TP30,,BLK 116/122 LORONG 1 TOA PAYOH,1.3406058015710625 103.8463327750753,0,C,HDB
TP31,,BLK 109/111 TO 115 LORONG 1 TOA PAYOH,1.3411010792020142 103.84587103389036,5,C,HDB
TP34,,BLK 49 TO 52 LORONG 5 TOA PAYOH,1.3379881832979508 103.85243334700463,68,C,HDB
TP36,,BLK 43 TO 48 LORONG 5/6 TOA PAYOH,1.33625249511199 103.85380007528134,42,C,HDB
TP3A,,BLK 3A LORONG 7 TOA PAYOH,1.3395182059609592 103.85421258052416,190,C,HDB
TP40,,BLK 241-252 KIM KEAT LINK/AVENUE,1.3316871945510755 103.85671423890008,100,C,HDB
TP41,,BLK 253/254/256 KIM KEAT AVENUE,1.331969494934437 103.8582438154376,21,C,HDB
TP43,,BLK 19 TO 23 LORONG 7 TOA PAYOH,1.3348090483394042 103.85724877971742,74,C,HDB
TP48,,BLK 8 LORONG 7 TOA PAYOH,1.337571505620864 103.85668073960271,0,C,HDB
TP52,,BLK 210 TO 215 LORONG 8 TOA PAYOH,1.3414086531090192 103.85453923830804,296,C,HDB
TP53,,BLK 216 TO 221 LORONG 8 TOA PAYOH,1.3424420658144 103.85555243223669,127,C,HDB
TP54,,BLK 222 TO 224 LORONG 8 TOA PAYOH,1.3414388875346834 103.85645585589978,148,C,HDB
TP60,,BLK 236 TO 240 TOA PAYOH LORONG 1,1.3401649899301975 103.85225868390994,83,C,HDB
TP62,,BLK 199 TO 201 TOA PAYOH NORTH,1.3414197022200638 103.85046105448893,77,C,HDB
TP63,,BLK 202 TO 204 TOA PAYOH NORTH,1.3417624542351418 103.84903277871624,52,C,HDB
TP67,,BLK 25-27/257-259 KIM KEAT AVENUE,1.3327492745788299 103.8571109158509,133,C,HDB
TP68,,BLK 196 KIM KEAT AVENUE,1.3311357042953178 103.85929371591418,17,C,HDB
TPB1,,BLK 18A LORONG 6 TOA PAYOH,1.3360648632655383 103.85659747937675,104,C,HDB
TPM2,,BLK 101C LORONG 2 TOA PAYOH,1.339270203919454 103.84708721261622,59,C,HDB
TPM3,,BLK 171A LORONG 1 TOA PAYOH,1.3307490035930265 103.84223393404976,248,C,HDB
TPM4,,BLK 81C LORONG 4 TOA PAYOH,1.3357541575312928 103.8493460622101,128,C,HDB
TPM5,,BLK 84C LORONG 2 TOA PAYOH,1.3358186854170941 103.84733993345503,219,C,HDB
TPM6,,BLK 35A LORONG 5 TOA PAYOH,1.3348896542098374 103.85462343286827,168,C,HDB
TPM7,,BLK 120A LORONG 2 TOA PAYOH,1.3398497061867007 103.84592176737186,324,C,HDB
TPM8,,BLK 11A LORONG 8 TOA PAYOH,1.3366352513787942 103.85928598754212,466,C,HDB
TPMA,,BLK 60A LORONG 4 TOA PAYOH,1.3365036598397255 103.85113356861139,228,C,HDB
TPMB,,BLK 156A LORONG 1 TOA PAYOH,1.3330548066168317 103.84524077047038,429,C,HDB
TPMC,,BLK 110A LORONG 1 TOA PAYOH,1.3419358911123633 103.84616068448075,497,C,HDB
TPMD,,BLK 161A LORONG 1 TOA PAYOH,1.3302080747830163 103.84491120787695,96,C,HDB
TPME,,BLK 93A LORONG 4 TOA PAYOH,1.3384461334765942 103.84984683207819,147,C,HDB
TPMF,,BLK 141A LORONG 2 TOA PAYOH,1.3351666443541048 103.84559712610084,232,C,HDB
TPMG,,BLK 128A LORONG 1 TOA PAYOH,1.3382490387139188 103.8440731498688,88,C,HDB
TPMH,,BLK 260 KIM KEAT AVENUE,1.3320229196814914 103.85739786556711,158,C,HDB
TPMJ,,BLK 146A LORONG 2 TOA PAYOH,1.334266201733686 103.8454805068783,384,C,HDB
TPMK,,BLK 194A KIM KEAT AVENUE,1.3309769045281223 103.85857183592489,137,C,HDB
TPML,,BLK 233A LORONG 8 TOA PAYOH,1.3382258757998247 103.85892321210072,109,C,HDB
TPMM,,BLK 227A LORONG 8 TOA PAYOH,1.3390141030940907 103.85800372941642,97,C,HDB
TPMN,,BLK 78B TOA PAYOH CENTRAL,1.33489301570376 103.84857845222871,459,C,HDB
TPMP,,BLK 138 LORONG 1A TOA PAYOH,1.3366841664588975 103.84480135435741,238,C,HDB
TPMQ,,BLK 130 LORONG 1 TOA PAYOH,1.3369784659014523 103.84285368128107,402,C,HDB
TPMR,,BLK 261A TOA PAYOH EAST,1.3337365538973571 103.85567320533481,171,C,HDB
TPMS,,BLK 265 KIM KEAT AVENUE,1.3315703259867435 103.8600139348312,109,C,HDB
TPMT,,BLK 270 TOA PAYOH EAST,1.3336243754882506 103.859090213422,185,C,HDB
TPMU,,BLK 401 LORONG 1 TOA PAYOH,1.3401860733975992 103.84368401198202,222,C,HDB
TWCM,,BLK 149 TOWNER ROAD,1.3182751284300789 103.85932291527922,118,C,HDB
TWM1,,BLK 154A JALAN TECK WHYE,1.3791544765542227 103.75753302194057,202,C,HDB
TWM2,,BLK 158A JALAN TECK WHYE,1.3796366595125138 103.75657672438632,188,C,HDB
TWM3,,BLK 160A JALAN TECK WHYE,1.3803889157186084 103.7573167249766,133,C,HDB
TWM4,,BLK 165 TECK WHYE CRESCENT,1.382920777963805 103.75394453367994,144,C,HDB
TWM6,,BLK 161 JALAN TECK WHYE,1.380093359599549 103.75818691195686,102,C,HDB
U24T,,BLK 333/334 BUKIT BATOK WEST AVENUE 4,1.3645163319133315 103.74742882883766,22,C,HDB
UAM1,,BLK 2A JOO SENG ROAD,1.3344978088223687 103.87921358148907,318,C,HDB
UBK2,,BLK 11/15/18 UPPER BOON KENG,1.315597178768463 103.87139746428339,54,C,HDB
UBK4,,BLK 19/20 UPPER BOON KENG,1.3152879383134115 103.87408821680054,8,C,HDB
UBK5,,BLK 38/39 UPPER BOON KENG,1.3185357926218766 103.87395939841556,79,C,HDB
UBKM,,BLK 13A UPPER BOON KENG ROAD,1.3148102349617077 103.87087587099462,226,C,HDB
UBM1,,BLK 5 UPPER BOON KENG ROAD,1.3126416639773055 103.8726213533104,636,C,HDB
UBM2,,BLK 8 UPPER BOON KENG ROAD,1.313108419995166 103.87038903664028,314,C,HDB
W100,,BLK 537-547 WOODLANDS DRIVE 16,1.428704451421903 103.79224044528178,56,C,HDB
W101,,BLK 686 WOODLANDS DRIVE 73,1.4425443267246776 103.80578572471501,329,C,HDB
W102,,BLK 687 WOODLANDS DRIVE 75,1.4412048068529706 103.80661662993374,229,C,HDB
W103,,BLK 766A WOODLANDS CIRCLE,1.445746024786316 103.79733590276881,214,C,HDB
W104,,BLK 688 WOODLANDS DRIVE 75,1.4439746500177564 103.80753859127671,477,C,HDB
W105,,BLK 689 WOODLANDS DRIVE 75,1.444667303245788 103.80885930281754,34,C,HDB
W106,,BLK 690 WOODLANDS DRIVE 75,1.4429357583654907 103.80847852325772,506,C,HDB
W107,,BLK 569A-569B CHAMPIONS WAY,1.429800753219901 103.7895969540579,10,C,HDB
W108,,BLK 302A WOODLANDS STREET 31,1.4315825936761917 103.77530382788215,35,C,HDB
W109,,BLK 764B WOODLANDS CIRCLE,1.4450222780490796 103.7973367390792,5,C,HDB
W11M,,BLK 29A MARSILING DR,1.4427240737605191 103.77285658680606,128,C,HDB
W12M,,BLK 34A MARSILING DRIVE,1.4446407499964338 103.77220377085868,143,C,HDB
W181,,BLK 181 MARSILING ROAD,1.4396538699821995 103.77929680078404,137,C,HDB
W182,,BLK 182 WOODLANDS STREET 13,1.4351586520078383 103.7759983247004,193,C,HDB
W185,,BLK 185 WOODLANDS STREET 13,1.4362680690291785 103.77647275536116,275,C,HDB
W187,,BLK 187 MARSILING ROAD,1.4374260701238868 103.77490762461287,238,C,HDB
W375,,BLK 375 WOODLANDS AVENUE 1,1.4319087837213222 103.78240337859702,151,C,HDB
W505,,BLK 505A WOODLANDS DRIVE 14,1.4321375604828157 103.79160459490271,192,C,HDB
W509,,BLK 509A WOODLANDS DRIVE 14,1.433285193345734 103.78930198286771,81,C,HDB
W516,,BLK 516A WOODLANDS DRIVE 14,1.4341673493443645 103.79077629023027,1794,C,HDB
W517,,BLK 517A WOODLANDS DRIVE 14,1.4341445831100204 103.79151925139374,712,C,HDB
W527,,BLK 527A WOODLANDS DRIVE 14,1.431970592409052 103.79255620965729,363,C,HDB
W546,,BLK 546A WOODLANDS DRIVE 16,1.4297478943277329 103.79340911605233,467,C,HDB
W549,,BLK 549A WOODLANDS DRIVE 44,1.4323004696124666 103.79493449356129,232,C,HDB
W554,,BLK 554A WOODLANDS DRIVE 53,1.4325405687436867 103.79622188281233,227,C,HDB
W561,,BLK 561 CHAMPIONS WAY,1.4270821333999457 103.79188711450723,276,C,HDB
W567,,BLK 567 CHAMPIONS WAY,1.4280277377563402 103.7887629151788,161,C,HDB
W570,,BLK 570 WOODLANDS AVENUE 1,1.4309038101250413 103.79003156211462,247,C,HDB
W574,,BLK 574 WOODLANDS DRIVE 16,1.430589085706391 103.79844359182101,291,C,HDB
W578,,BLK 578A WOODLANDS DRIVE 16,1.4313637939924255 103.79669175117786,205,C,HDB
W579,,BLK 579A WOODLANDS DRIVE 16,1.431042846289855 103.7955344604189,209,C,HDB
W586,,BLK 586A WOODLANDS DRIVE 16,1.4291763831628466 103.79470011164351,231,C,HDB
W588,,BLK 588A WOODLANDS DRIVE 16,1.4282160492998088 103.7946955206022,189,C,HDB
W676,,BLK 676 WOODLANDS DRIVE 71,1.4397622607831477 103.80073252063569,184,C,HDB
W691,,BLK 691 WOODLANDS DRIVE 73,1.4406094983410567 103.80621133713278,182,C,HDB
W693,,BLK 693 WOODLANDS AVENUE 6,1.4380924031438793 103.80370034550498,150,C,HDB
W694,,BLK 694 WOODLANDS DRIVE 62,1.438042265778127 103.8050182598202,183,C,HDB
W717,,BLK 717C WOODLANDS DRIVE 70,1.4409284934835012 103.79864838266639,67,C,HDB
W780,,BLK 780 WOODLANDS CRESCENT,1.4482351850045028 103.80110119714992,269,C,HDB
W781,,BLK 781 WOODLANDS AVENUE 9,1.4489046298935944 103.80310315645983,571,C,HDB
W782,,BLK 782 WOODLANDS CRESCENT,1.448205177851709 103.80357168153293,258,C,HDB
W785,,BLK 785 WOODLANDS RISE,1.4470667001516615 103.80499561676956,252,C,HDB
W799,,BLK 799 WOODLANDS DRIVE 60,1.4464606652233123 103.79990343571845,17,C,HDB
W887,,BLK 887 WOODLANDS DRIVE 50,1.4375737147534358 103.79470325887429,155,C,HDB
W889,,BLK 889 WOODLANDS DRIVE 50,1.4380124561754988 103.79362056980099,395,C,HDB
WCGL,,BLK 568A TO 568C CHAMPIONS WAY,1.4277055618264143 103.78998362192561,0,C,HDB
WDB1,,BLK 104 WHAMPOA DRIVE,1.3207700328402736 103.85324421211713,23,C,HDB
Y21M,,BLK 296A YISHUN STREET 20,1.435359862100821 103.83485400918359,251,C,HDB
Y25M,,813 YISHUN RING ROAD,1.4177128949709998 103.83265304611764,50,C,HDB
Y28M,,BLK 840A YISHUN STREET 81,1.4154452845878196 103.83437146893566,282,C,HDB
Y30M,,BLK 848A YISHUN STREET 81,1.4165576023522706 103.83575142663027,161,C,HDB
Y34A,,BLK 614-618 YISHUN STREET 61,1.4192692693744124 103.83606560585069,140,C,HDB
Y41M,,BLK 307 YISHUN RING ROAD/CENTRAL,1.4307503087343805 103.84088483144122,274,C,HDB
Y45M,,BLK 347 YISHUN AVENUE 11,1.4275026251078353 103.84262983673827,222,C,HDB
Y48M,,BLK 385 YISHUN RING ROAD/AVENUE 6,1.42836712560284 103.8475294955231,152,C,HDB
Y49H,,BLK 419A YISHUN AVENUE 11,1.4245555938904677 103.84752151693655,2,C,HDB
Y49L,,BLK 418/419 YISHUN AVENUE 11,1.4239686967957321 103.84726485601679,4,C,HDB
