CarParkID,Area,Development,Location,AvailableLots,LotType,Agency
BJ41,,BLK 152A GANGSA ROAD,1.3755120500346434 103.76545448390765,208,C,HDB
BJ42,,BLK 163A GANGSA ROAD,1.3769212779373436 103.76428644466161,146,C,HDB
BJ43,,BLK 603A SENJA ROAD,1.3817204459524894 103.76167761264914,696,C,HDB
BJ44,,BLK 177A LOMPANG ROAD,1.3806489410883567 103.76498679347912,282,C,HDB
BJ45,,BLK 180A LOMPANG ROAD,1.3786879613727345 103.76500878091235,140,C,HDB
BJ48,,BLK 651A SENJA LINK,1.3871857897868325 103.76460302573588,335,C,HDB
BJ49,,BLK 611A/613A/615A/616A BUKIT PANJANG RING ROAD/SENJA ROAD,1.3848974599709334 103.76148675340325,796,C,HDB
BJ50,,BLK 468A SEGAR ROAD,1.388183997656179 103.77368892264869,523,C,HDB
BJ51,,BLK 181A JELEBU ROAD,1.3793984086828068 103.76346427312765,332,C,HDB
BJ52,,BLK 185A JELEBU ROAD,1.379113361298889 103.7626379059454,172,C,HDB
BJ53,,BLK 480A SEGAR ROAD,1.3898028075962625 103.77193206988467,749,C,HDB
BJ54,,BLK 476A SEGAR ROAD,1.3890478093583405 103.7735001054593,405,C,HDB
BJ55,,BLK 625A SENJA ROAD,1.3862829447027578 103.76077695178898,538,C,HDB
BJ56,,BLK 629A SENJA ROAD,1.3858912160091035 103.75894983505448,268,C,HDB
BJ57,,BLK 628 SENJA ROAD,1.3852512028090616 103.76017044837735,5,C,HDB
BJ58,,BLK 455A SEGAR ROAD,1.3875244297273037 103.77127261757728,609,C,HDB
BJ60,,BLK 547 SEGAR ROAD,1.388321004106548 103.76951901080209,179,C,HDB
BJ61,,BLK 548 SEGAR ROAD,1.3890048643430466 103.76779289976712,191,C,HDB
BJ62,,BLK 454 FAJAR ROAD,1.3842686253398662 103.7713963220169,24,C,HDB
BJ63,,BLK 443 FAJAR ROAD,1.3813155105289836 103.77029114340567,1287,C,HDB
BJ65,,BLK 632 SENJA ROAD,1.3847041571204577 103.75876137706076,23,C,HDB
BJ66,,BLK 634 SENJA ROAD,1.3862485761464558 103.75770261335558,635,C,HDB
BJ67,,BLK 636 SENJA ROAD,1.3873499559286762 103.7579829036015,741,C,HDB
BJ68,,BLK 422A FAJAR ROAD,1.3853817251906428 103.76997021493038,137,C,HDB
BJ69,,BLK 643 SENJA CLOSE,1.3878519592869238 103.76307279280776,202,C,HDB
BJ71,,BLK 642 SENJA CLOSE,1.3870307792170704 103.76196301801697,193,C,HDB
BJ72,,BLK 638 SENJA CLOSE,1.3888778457412945 103.76087204278923,65,C,HDB
BJAL,,BLK 517 - 519 JELAPANG ROAD,1.3879463629374567 103.76597168318843,37,C,HDB
BJBL,,BLK 533 - 534 BUKIT PANJANG RING ROAD,1.3839745645932926 103.76388026052389,5,C,HDB
BJMP,,BLK 259B BANGKIT ROAD,1.3777664235129334 103.77351523338476,51,C,HDB
BKE1,,BLK 668 CHANDER ROAD,1.3078189305822236 103.85159633923494,0,C,HDB
BKE2,,BLK 681/682 RACE COURSE ROAD,1.3141280969488283 103.85547996378355,13,C,HDB
BKE3,,BLK 682/683 RACE COURSE ROAD,1.3144152298350904 103.85580084662946,1,C,HDB
BKE4,,BLK 684/685 RACE COURSE ROAD,1.3144503701403476 103.85684097167274,0,C,HDB
BKE7,,BLK 678 PERUMAL ROAD,1.3126129574898417 103.85532195310938,129,C,HDB
BKE9,,BLK 668 CHANDER ROAD,1.3073372126467022 103.85146379729152,16,C,HDB
BKRM,,BLK 6A BOON KENG ROAD,1.3172763032689487 103.86136809519952,211,C,HDB
BL10,,BLK 188/191 BOON LAY DRIVE,1.3437618407025167 103.71142513794365,109,C,HDB
BL13,,BLK 198/206 BOON LAY DRIVE,1.3446925875636995 103.7150351976331,204,C,HDB
BL15,,BLK 257A BOON LAY DRIVE,1.3459715197949624 103.70756220303558,8,C,HDB
BL17,,BLK 268 BOON LAY DRIVE,1.3478712414848275 103.70774069535462,207,C,HDB
BL18,,BLK 208A BOON LAY PLACE,1.3465495557522367 103.7144238278071,243,C,HDB
BL19,,BLK 212A BOON LAY PLACE,1.3487772810337428 103.71334566358132,169,C,HDB
BL22,,BLK 196 BOON LAY DRIVE,1.342543506019456 103.71374987824399,202,C,HDB
BL23,,BLK 216 BOON LAY AVENUE,1.3495605885603947 103.71157981204755,308,C,HDB
BL24,,BLK 237 BOON LAY DRIVE,1.3411570566054232 103.71017592127619,0,C,HDB
BL8L,,BLK 221 BOON LAY PLACE,1.346224586351647 103.71206380535888,3,C,HDB
BM10,,BLK 56/57 LENGKOK BAHRU,1.2880959990466805 103.81406981706996,232,C,HDB
BM13,,BLK 44/47 LENGKOK BAHRU,1.2868982043954855 103.81219180664442,0,C,HDB
BM14,,BLK 34-36 JALAN RUMAH TINGGI,1.2890407366137648 103.80884793932957,34,C,HDB
BM14,,BLK 34-36 JALAN RUMAH TINGGI,1.2890407366137648 103.80884793932957,32,Y,HDB
BM14,,BLK 34-36 JALAN RUMAH TINGGI,1.2890407366137648 103.80884793932957,0,H,HDB
BM19,,BLK 88/89 REDHILL CLOSE,1.285712448024109 103.81870264853343,0,H,HDB
BM19,,BLK 88/89 REDHILL CLOSE,1.285712448024109 103.81870264853343,2,Y,HDB
BM19,,BLK 88/89 REDHILL CLOSE,1.285712448024109 103.81870264853343,1,C,HDB
BM20,,BLK 89/90 REDHILL CLOSE,1.2852472955157261 103.81876020804629,15,Y,HDB
BM20,,BLK 89/90 REDHILL CLOSE,1.2852472955157261 103.81876020804629,40,C,HDB
BM20,,BLK 89/90 REDHILL CLOSE,1.2852472955157261 103.81876020804629,0,H,HDB
BM26,,BLK 1/3/5 JALAN BUKIT MERAH,1.2872915425829854 103.80742676873209,330,C,HDB
BM28,,"BLK 117, 161 BUKIT MERAH CENTRAL",1.2839993312062496 103.81582316671022,14,C,HDB
BM28,,"BLK 117, 161 BUKIT MERAH CENTRAL",1.2839993312062496 103.81582316671022,0,H,HDB
BM28,,"BLK 117, 161 BUKIT MERAH CENTRAL",1.2839993312062496 103.81582316671022,0,Y,HDB
BM29,,BLK 163 BUKIT MERAH CENTRAL,1.283634706091155 103.81709921259974,86,C,HDB
BM30,,BLK 164/165 BUKIT MERAH CENTRAL,1.2832343332551546 103.81673344232503,0,Y,HDB
BM30,,BLK 164/165 BUKIT MERAH CENTRAL,1.2832343332551546 103.81673344232503,0,C,HDB
BM30,,BLK 164/165 BUKIT MERAH CENTRAL,1.2832343332551546 103.81673344232503,0,H,HDB
BM31,,BLK 119 BUKIT MERAH CENTRAL,1.282449130064161 103.81657502600719,575,C,HDB
BMVM,,BLK 126A BUKIT MERAH VIEW,1.284626289467889 103.8231291895978,52,C,HDB
BMVM,,BLK 126A BUKIT MERAH VIEW,1.284626289467889 103.8231291895978,30,Y,HDB
BMVM,,BLK 126A BUKIT MERAH VIEW,1.284626289467889 103.8231291895978,0,H,HDB
BR10,,BLK 90 WHAMPOA DRIVE,1.3230185395852527 103.85450430527521,33,C,HDB
BR11,,BLKS 27-30 & 32-33 JALAN BAHAGIA,1.326261838763993 103.85896437723362,118,C,HDB
BR12,,BLKS 34/35 JALAN BAHAGIA,1.3272150796780657 103.85771827055792,22,C,HDB
BR14,,BLK 20 JALAN TENTERAM,1.3259556508050774 103.8599834783004,18,C,HDB
BRB1,,BLK 665 BUFFALO ROAD BASEMENT CAR PARK,1.306066749234358 103.85058597863156,143,C,HDB
BRBL,,BLK 665 BUFFALO ROAD LOADING/UNLOADING BAYS,1.3065968942230672 103.85070749100316,9,C,HDB
BRM1,,BLK 112A WHAMPOA ROAD,1.3264854877835155 103.85672896311398,158,C,HDB
BRM3,,BLK 98A WHAMPOA DRIVE,1.3215277954642806 103.85465630079337,230,C,HDB
BRM4,,BLK 85A WHAMPOA DRIVE,1.3227303245165387 103.85607403368219,56,C,HDB
BRM5,,BLK 19A JALAN TENTERAM,1.3275174490266877 103.85943062685536,228,C,HDB
BRM6,,BLK 116 JALAN TENTERAM,1.3277831138733653 103.86119338936642,203,C,HDB
BRM7,,BLK 78A LORONG LIMAU,1.324373897455652 103.85540203296436,196,C,HDB
BTM2,,BLK 8C BOON TIONG ROAD,1.286963082192738 103.82964101237168,0,H,HDB
BTM2,,BLK 8C BOON TIONG ROAD,1.286963082192738 103.82964101237168,65,Y,HDB
BTM2,,BLK 8C BOON TIONG ROAD,1.286963082192738 103.82964101237168,492,C,HDB
BTM3,,BLK 11A BOON TIONG ROAD,1.286311219853614 103.82869825504957,149,C,HDB
BVM2,,BLK 129A BUKIT MERAH VIEW,1.2834928028865498 103.82337566249674,0,H,HDB
BVM2,,BLK 129A BUKIT MERAH VIEW,1.2834928028865498 103.82337566249674,64,Y,HDB
BVM2,,BLK 129A BUKIT MERAH VIEW,1.2834928028865498 103.82337566249674,408,C,HDB
C13M,,BLK 309A CLEMENTI AVENUE 4,1.3205633714102984 103.76617984015803,0,H,HDB
C13M,,BLK 309A CLEMENTI AVENUE 4,1.3205633714102984 103.76617984015803,86,Y,HDB
C13M,,BLK 309A CLEMENTI AVENUE 4,1.3205633714102984 103.76617984015803,258,C,HDB
C14M,,BLK 318A CLEMENTI AVENUE 4,1.3173923753196752 103.7651854606008,22,C,HDB
C14M,,BLK 318A CLEMENTI AVENUE 4,1.3173923753196752 103.7651854606008,0,H,HDB
C14M,,BLK 318A CLEMENTI AVENUE 4,1.3173923753196752 103.7651854606008,10,Y,HDB
C15M,,BLK 440 CLEMENTI AVENUE 3,1.316254186220514 103.7640464282457,179,C,HDB
C18A,,BLK 426/427 CLEMENTI AVENUE 3,1.311756081470639 103.76418697824303,19,C,HDB
C19M,,BLK 445 CLEMENTI AVENUE 3,1.3133630086398151 103.76385460751858,61,Y,HDB
C19M,,BLK 445 CLEMENTI AVENUE 3,1.3133630086398151 103.76385460751858,0,H,HDB
C19M,,BLK 445 CLEMENTI AVENUE 3,1.3133630086398151 103.76385460751858,270,C,HDB
C20M,,BLK 462A CLEMENTI AVENUE 3,1.3115042554406298 103.76565077719532,458,C,HDB
C21L,,BLK 454 TO 460 CLEMENTI AVENUE 3,1.31101493967074 103.76704166044927,10,C,HDB
C21L,,BLK 454 TO 460 CLEMENTI AVENUE 3,1.31101493967074 103.76704166044927,0,H,HDB
C21L,,BLK 454 TO 460 CLEMENTI AVENUE 3,1.31101493967074 103.76704166044927,6,Y,HDB
C21M,,BLK 455A CLEMENTI AVENUE 3,1.3116611944339078 103.76652673200105,333,C,HDB
C21M,,BLK 455A CLEMENTI AVENUE 3,1.3116611944339078 103.76652673200105,83,Y,HDB
C21M,,BLK 455A CLEMENTI AVENUE 3,1.3116611944339078 103.76652673200105,0,H,HDB
C22M,,BLK 109A CLEMENTI STREET 11,1.3216503042676033 103.77033993399931,104,C,HDB
C22M,,BLK 109A CLEMENTI STREET 11,1.3216503042676033 103.77033993399931,8,Y,HDB
C22M,,BLK 109A CLEMENTI STREET 11,1.3216503042676033 103.77033993399931,0,H,HDB
C28M,,BLK 208 CLEMENTI AVENUE 6,1.3223617441659203 103.76207145067873,224,C,HDB
C29A,,BLK 503 WEST COAST DRIVE,1.3113609355922167 103.75918489896901,85,C,HDB
C3ML,,"BLK 419, 420 AND 420A CLEMENTI AVENUE 1",1.3103927402791826 103.76909230827677,5,Y,HDB
C3ML,,"BLK 419, 420 AND 420A CLEMENTI AVENUE 1",1.3103927402791826 103.76909230827677,0,H,HDB
C3ML,,"BLK 419, 420 AND 420A CLEMENTI AVENUE 1",1.3103927402791826 103.76909230827677,8,C,HDB
C40L,,BLK 801A TO 801C WEST COAST CRESCENT,1.3007908964271493 103.76388890814292,0,C,HDB
C40M,,BLK 801 WEST COAST CRESCENT,1.2997090957471724 103.7639106034032,224,C,HDB
CC10,,BLK 43/45 CHAI CHEE STREET,1.328685731689617 103.9255768158545,129,C,HDB
CC11,,BLK 50/54 CHAI CHEE STREET,1.329095860818866 103.92163403144225,184,C,HDB
CC12,,BLK 11 CHAI CHEE ROAD,1.326766093648534 103.92492554687323,56,C,HDB
CCKC,,BLK 309 CHOA CHU KANG AVENUE 4,1.3850753626631698 103.74574719528968,99,C,HDB
CK10,,BLK 227A CHOA CHU KANG CENTRAL,1.3805047531932362 103.74543486598361,283,C,HDB
CK11,,BLK 287A CHOA CHU KANG AVENUE 2,1.3787338234518653 103.74186894657919,189,C,HDB
CK12,,BLK 409/413 CHOA CHU KANG AVENUE 3,1.381286116595849 103.7418157083448,75,C,HDB
CK13,,BLK 414-420 CHOA CHU KANG AVENUE 4,1.3829167235095796 103.74204059676569,123,C,HDB
CK14,,BLK 278/287 CHOA CHU KANG AVENUE 2/3,1.3801473409196614 103.74254462225575,81,C,HDB
CK15,,BLK 288/295 CHOA CHU KANG AVENUE 2/3,1.3784262096831328 103.74091199127965,14,C,HDB
CK16,,BLK 401/408 CHOA CHU KANG AVENUE 3,1.3796289105477884 103.73922107254212,103,C,HDB
CK17,,BLK 421/428 CHOA CHU KANG AVENUE 4,1.3820730449110188 103.74069102239311,14,C,HDB
CK18,,BLK 130/132 CHOA CHU KANG AVENUE 1,1.380998422580419 103.75062314406696,26,C,HDB
CK19,,BLK 133/134 TECK WHYE LANE,1.3804828191025367 103.75133064737363,21,C,HDB
CK20,,"BLK 429, 438-441 CHOA CHU KANG AVENUE 4",1.383382964715668 103.7401336542962,435,C,HDB
CK22,,BLK 343A CHOA CHU KANG LOOP,1.38384387697548 103.74594296799226,191,C,HDB
CK24,,BLK 350-351 CHOA CHU KANG CENTRAL,1.3833261629792213 103.74330985413663,0,C,HDB
CK25,,BLK 352-355 CHOA CHU KANG CENTRAL,1.382289998277107 103.74374379564667,0,C,HDB
CK28,,BLK 276A CHOA CHU KANG AVENUE 2,1.380084800130339 103.74417169247387,117,C,HDB
CK29,,BLK 276/277 CHOA CHU KANG AVENUE 2,1.3797457123112602 103.74411077646076,0,C,HDB
CK30,,BLK 248/250 CHOA CHU KANG AVENUE 2,1.3790288766722922 103.74538107497972,18,C,HDB
CK31,,BLK 251A CHOA CHU KANG AVENUE 2,1.3787502331252135 103.74493840789528,155,C,HDB
CK32,,BLK 253A CHOA CHU KANG AVENUE 1,1.3773947750146858 103.7439626903336,363,C,HDB
CK33,,BLK 502A CHOA CHU KANG STREET 51,1.3886976858358118 103.74295135477605,76,C,HDB
CK34,,BLK 511A CHOA CHU KANG STREET 51,1.3885772457602625 103.74109704842284,121,C,HDB
CK35,,BLK 513A CHOA CHU KANG STREET 51,1.3903269693361402 103.74239727614722,171,C,HDB
CK36,,BLK 527A CHOA CHU KANG STREET 51,1.3922859021803655 103.74108732654001,197,C,HDB
CK37,,BLK 552A CHOA CHU KANG STREET 52,1.3940529952320861 103.74222984775625,111,C,HDB
CK38,,BLK 541A CHOA CHU KANG STREET 52,1.3930853527673754 103.74479108110933,149,C,HDB
CK39,,BLK 559A CHOA CHU KANG NORTH 6,1.3961472531909795 103.74427780249438,128,C,HDB
CK3A,,BLK 118A TECK WHYE LANE,1.3794925302779673 103.74998034167606,414,C,HDB
CK40,,BLK 567A CHOA CHU KANG STREET 52,1.395380762078811 103.74614735348568,302,C,HDB
CK41,,BLK 708A CHOA CHU KANG STREET 53,1.3909574199218635 103.74645700945595,188,C,HDB
CK42,,BLK 754A CHOA CHU KANG NORTH 5,1.3927690420111438 103.74673035886185,140,C,HDB
CK44,,BLK 762A CHOA CHU KANG NORTH 5,1.3925888350136932 103.74913673730636,137,C,HDB
CK45,,BLK 771A CHOA CHU KANG STREET 54,1.3945179409199033 103.74996683599056,41,C,HDB
CK46,,BLK 792A CHOA CHU KANG NORTH 6,1.39526631028715 103.74953210680322,330,C,HDB
CK48,,BLK 604A CHOA CHU KANG STREET 62,1.397402234400583 103.74516772920899,145,C,HDB
CK49,,BLK 610A CHOA CHU KANG STREET 62,1.3987826048812775 103.74352305674671,391,C,HDB
CK51,,BLK 621A CHOA CHU KANG NORTH 7,1.3996440371581085 103.74759048649086,151,C,HDB
CK52,,BLK 659A/660A/661A CHOA CHU KANG CRESCENT,1.40065903006171 103.75023635729686,0,C,HDB
CK53,,BLK 668A CHOA CHU KANG CRESCENT,1.4015543884292254 103.75018630981084,199,C,HDB
CK54,,BLK 638-643 CHOA CHU KANG STREET 64,1.39813684059917 103.74911670029509,362,C,HDB
CK55,,BLK 631-637 & 636A CHOA CHU KANG NORTH 6,1.3971123380050672 103.74850899592627,73,C,HDB
CK56,,BLK 675A CHOA CHU KANG CRESCENT,1.4011960465209425 103.74667071340575,790,C,HDB
CK57,,BLK 669A CHOA CHU KANG CRESCENT,1.4022393535392936 103.7483237407404,375,C,HDB
CK58,,BLK 678A CHOA CHU KANG CRESCENT,1.4018800103413473 103.74487907782589,561,C,HDB
CK59,,BLK 297A CHOA CHU KANG AVENUE 2,1.376811917380486 103.74203813468696,252,C,HDB
CK60,,BLK 683 CHOA CHU KANG CRESCENT,1.4042944339045564 103.7458738264714,311,C,HDB
CK61,,BLK 686 CHOA CHU KANG CRESCENT,1.4040894197872058 103.74891756586374,1005,C,HDB
CK62,,BLK 687 CHOA CHU KANG DRIVE,1.4038394862515498 103.74988994322815,785,C,HDB
CK64,,BLK 692 CHOA CHU KANG CRESCENT,1.3997628340737227 103.75130299875018,261,C,HDB
CK65,,"BLK 535,536 AND 537 CHOA CHU KANG STREET 51",1.3920194608418288 103.74403589785477,15,C,HDB
CK66,,BLK 573A CHOA CHU KANG STREET 52,1.3940205880182728 103.7455590521445,39,C,HDB
CK6A,,BLK 146A 146A TECK WHYE AVENUE,1.381035391911855 103.75313692680999,168,C,HDB
CK70,,BLK 476 CHOA CHU KANG AVENUE 5,1.3769332572567743 103.73814649010541,529,C,HDB
CK71,,BLK 488 CHOA CHU KANG AVENUE 5,1.3766878028975162 103.7386808462751,169,C,HDB
CK72,,BLK 489 CHOA CHU KANG AVENUE 5,1.3755588125066296 103.74093049457315,334,C,HDB
CK73,,BLK 801 KEAT HONG CLOSE,1.3752829189127016 103.74341279299841,240,C,HDB
CK74,,BLK 805 KEAT HONG CLOSE,1.3732971913278336 103.74323849875066,326,C,HDB
CK75,,BLK 809 CHOA CHU KANG AVENUE 1,1.374982441285455 103.74453422557646,1091,C,HDB
CK76,,BLK 810 CHOA CHU KANG AVENUE 7,1.3740404516661677 103.74620673798108,350,C,HDB
CK77,,BLK 815 CHOA CHU KANG AVENUE 7,1.376557231622273 103.74671368024917,555,C,HDB
CK78,,817 KEAT HONG LINK,1.3769877482057695 103.74939942553642,1281,C,HDB
CK79,,BLK 819 KEAT HONG LINK,1.3751237101009137 103.74971185297096,378,C,HDB
CK8A,,BLK 203A CHOA CHU KANG AVENUE 1/CENTRAL,1.3812186067107755 103.74897859928707,287,C,HDB
CK9A,,BLK 228-239 CHOA CHU KANG CENTRAL,1.379988586166392 103.7475033014199,130,C,HDB
CKM2,,BLK 625A CHOA CHU KANG STREET 62,1.398384837747502 103.74674494947027,137,C,HDB
CKM3,,BLK 445A CHOA CHU KANG AVENUE 4,1.3811874180645005 103.73664153064176,208,C,HDB
CKM4,,BLK 474A CHOA CHU KANG AVENUE 3,1.378637945591757 103.73792965982506,258,C,HDB
CKM5,,BLK 450A CHOA CHU KANG AVENUE 4,1.3793103007320675 103.73569574377188,2423,C,HDB
CKM6,,BLK 462A CHOA CHU KANG AVENUE 4,1.3775354147125953 103.73574760435899,634,C,HDB
CKM7,,BLK 483A CHOA CHU KANG AVENUE 5,1.3759735599048053 103.73707093730052,318,C,HDB
CKM8,,BLK 486A CHOA CHU KANG AVENUE 5,1.3750499752022738 103.73836209062021,243,C,HDB
CKM9,,BLK 297B CHOA CHU KANG AVENUE 2,1.3773651915812433 103.74329658894614,150,C,HDB
CKT1,,BLK BETWEEN 404 & 426 CHOA CHU KANG AVENUE 1/4,1.3803150858940674 103.73858438589505,28,C,HDB
CKT2,,BLK 302 CHOA CHU KANG LOOP,1.38561358121149 103.7433362596497,10,C,HDB
CLNA,,BLK 210 CLEMENTI AVENUE 6,1.322414723759862 103.76305369893677,99,C,HDB
CLRG,,312 CLEMENTI AVENUE 4,1.3190494117919453 103.76398569522004,226,C,HDB
CLTR,,BLK 311 CLEMENTI AVENUE 4,1.319359999585141 103.76513283286653,379,C,HDB
CR1A,,BLK 2 BEACH ROAD,1.3036983570821956 103.86495851328496,1,C,HDB
CR1B,,BLK 3 BEACH ROAD,1.3040360743029675 103.86535870755912,8,C,HDB
CR29,,BLK 29/30 KELANTAN LANE,1.3057837826204572 103.85679325981968,19,C,HDB
CR30,,BLK 639/640 ROWELL COURT,1.3076001787290294 103.85494102404746,10,C,HDB
CR31,,BLK 632/633/635 VEERASAMY ROAD,1.3062497454826498 103.85469819361334,19,C,HDB
CTM1,,BLK 441 COMMONWEALTH AVENUE WEST,1.314744665033725 103.76407292318441,178,C,HDB
CVBK,,BLK 8C BOON KENG ROAD,1.316516432854121 103.86102759796304,132,C,HDB
DRM1,,BLK 104C DEPOT ROAD,1.2805131560443523 103.81154349195455,359,C,HDB
DRM2,,BLK 112C DEPOT ROAD,1.2812993756992388 103.80785308038979,240,C,HDB
DRM3,,108A DEPOT ROAD,1.2808383769923806 103.80986791310748,198,C,HDB
DRM4,,BLK 105 DEPOT ROAD,1.2808706520531818 103.81236594973798,33,C,HDB
DRM5,,BLOCK 110 DEPOT ROAD,1.2813318825545337 103.80947738316952,38,C,HDB
DSR1,,BLK 31A MARGARET DRIVE,1.298455990963093 103.80353761899208,164,Y,HDB
DSR1,,BLK 31A MARGARET DRIVE,1.298455990963093 103.80353761899208,0,H,HDB
DSR1,,BLK 31A MARGARET DRIVE,1.298455990963093 103.80353761899208,130,C,HDB
DSR2,,BLK 37A MARGARET DRIVE,1.2978947429599133 103.80533099300051,443,C,HDB
DSR2,,BLK 37A MARGARET DRIVE,1.2978947429599133 103.80533099300051,57,Y,HDB
DSR2,,BLK 37A MARGARET DRIVE,1.2978947429599133 103.80533099300051,0,H,HDB
DSRL,,BLK 38A MARGARET DRIVE,1.297334628963751 103.80514816792679,4,C,HDB
DSRL,,BLK 38A MARGARET DRIVE,1.297334628963751 103.80514816792679,95,Y,HDB
DSRL,,BLK 38A MARGARET DRIVE,1.297334628963751 103.80514816792679,0,H,HDB
DUXM,,BLK 1 CANTONMENT ROAD,1.2769773813158163 103.84105407043234,0,H,HDB
DUXM,,BLK 1 CANTONMENT ROAD,1.2769773813158163 103.84105407043234,61,Y,HDB
DUXM,,BLK 1 CANTONMENT ROAD,1.2769773813158163 103.84105407043234,1057,C,HDB
DWSO,,BLK 40 & 41 MARGARET DRIVE,1.2964677180860604 103.80694325929534,136,Y,HDB
DWSO,,BLK 40 & 41 MARGARET DRIVE,1.2964677180860604 103.80694325929534,0,H,HDB
DWSO,,BLK 40 & 41 MARGARET DRIVE,1.2964677180860604 103.80694325929534,257,C,HDB
DWSP,,BLK 95A DAWSON ROAD,1.2960658046058424 103.81197186986229,0,C,HDB
DWSP,,BLK 95A DAWSON ROAD,1.2960658046058424 103.81197186986229,0,Y,HDB
DWSP,,BLK 95A DAWSON ROAD,1.2960658046058424 103.81197186986229,0,H,HDB
DWST,,BLK 89A DAWSON ROAD,1.2951867450169734 103.8119897330766,0,C,HDB
DWST,,BLK 89A DAWSON ROAD,1.2951867450169734 103.8119897330766,117,Y,HDB
DWST,,BLK 89A DAWSON ROAD,1.2951867450169734 103.8119897330766,0,H,HDB
DWSV,,BLK 85 DAWSON ROAD,1.2953067953944972 103.8096168562628,0,H,HDB
DWSV,,BLK 85 DAWSON ROAD,1.2953067953944972 103.8096168562628,108,Y,HDB
DWSV,,BLK 85 DAWSON ROAD,1.2953067953944972 103.8096168562628,526,C,HDB
DWVT,,BLK 78A DAWSON ROAD,1.2942254278444665 103.81014450777572,203,C,HDB
ECM2,,BLK 39 EUNOS ROAD 2,1.3198157545567428 103.90064969675547,186,C,HDB
ECML,,"BLK 34 TO 36, 37A TO 37C EUNOS CRESCENT/ EUNOS ROAD 2",1.321249095626302 103.90153738603777,4,C,HDB
FR2C,,BLK 3/4 QUEENS ROAD,1.318278390701898 103.80771256448328,14,Y,HDB
FR2C,,BLK 3/4 QUEENS ROAD,1.318278390701898 103.80771256448328,0,H,HDB
FR2C,,BLK 3/4 QUEENS ROAD,1.318278390701898 103.80771256448328,211,C,HDB
FR3M,,BLK 8A EMPRESS ROAD,1.316694831420285 103.8062105864089,180,C,HDB
FR4M,,BLK 6A FARRER ROAD,1.3168757266178108 103.80753449141055,37,C,HDB
FR4M,,BLK 6A FARRER ROAD,1.3168757266178108 103.80753449141055,0,H,HDB
FR4M,,BLK 6A FARRER ROAD,1.3168757266178108 103.80753449141055,23,Y,HDB
G20L,,"BLK 220A TO B, 221A TO B TENGAH GARDEN WALK",1.35887539938032 103.72938998822237,9,C,HDB
GBGM,,BLK 216 BIDADARI PARK DRIVE,1.3429368546575904 103.87765540949336,96,C,HDB
GBM1,,BLK 221 MOUNT VERNON ROAD,1.3416818644461503 103.88060360798517,156,C,HDB
GBM2,,BLK 222 MOUNT VERNON ROAD,1.3408511794816202 103.87915020908416,144,C,HDB
GBML,,BLK 223A TO 224B MOUNT VERNON ROAD,1.3413197777904786 103.87865772538628,5,C,HDB
GE1A,,BLK 99-106/111-112 ALJUNIED CRESCENT,1.319887488821043 103.88343778425947,0,H,HDB
GE1A,,BLK 99-106/111-112 ALJUNIED CRESCENT,1.319887488821043 103.88343778425947,592,C,HDB
GE1A,,BLK 99-106/111-112 ALJUNIED CRESCENT,1.319887488821043 103.88343778425947,307,Y,HDB
GE1B,,BLK 114-117 ALJUNIED AVENUE 2,1.3212054428029063 103.88699247956045,12,C,HDB
GE1C,,BLK 119 ALJUNIED CRESCENT,1.319758789668172 103.88629912428114,80,C,HDB
GE1F,,BLK 107-108 ALJUNIED CRESCENT,1.3192099481037642 103.88423564310459,8,Y,HDB
GE1F,,BLK 107-108 ALJUNIED CRESCENT,1.3192099481037642 103.88423564310459,0,H,HDB
GE1F,,BLK 107-108 ALJUNIED CRESCENT,1.3192099481037642 103.88423564310459,6,C,HDB
GE1G,,BLK 95 & 113 ALJUNIED CRESCENT,1.3209624087666665 103.88630883704509,1,Y,HDB
GE1G,,BLK 95 & 113 ALJUNIED CRESCENT,1.3209624087666665 103.88630883704509,0,H,HDB
GE1G,,BLK 95 & 113 ALJUNIED CRESCENT,1.3209624087666665 103.88630883704509,0,C,HDB
GEML,,BLK 118 ALJUNIED AVENUE 2,1.319937742297728 103.88784979291225,2,C,HDB
GHCL,,BLK 178A TO 178B HOUGANG STREET 12,1.3472949367289586 103.88865124058941,2,C,HDB
GHCM,,BLK 180 HOUGANG STREET 12,1.3463249938669506 103.89004966217303,158,C,HDB
GHOM,,BLK 176 HOUGANG STREET 13,1.3485328144796476 103.88913913740521,164,C,HDB
GM1A,,BLK 2A GHIM MOH ROAD,1.3126136388638014 103.7869256858395,0,H,HDB
GM1A,,BLK 2A GHIM MOH ROAD,1.3126136388638014 103.7869256858395,180,Y,HDB
GM1A,,BLK 2A GHIM MOH ROAD,1.3126136388638014 103.7869256858395,412,C,HDB
GM1M,,31A GHIM MOH LINK,1.3093544323645752 103.78436887624207,841,C,HDB
GM2A,,BLK 8A GHIM MOH ROAD,1.3108710407300619 103.7872643171051,56,C,HDB
GM6A,,BLK 13A GHIM MOH ROAD,1.3094925337163381 103.78872286376206,66,C,HDB
GM6B,,BLK 16A GHIM MOH ROAD,1.3096110710669642 103.78765231793035,177,C,HDB
GSML,,BLK 2 GEYLANG SERAI,1.3170312275374052 103.89848850385387,0,C,HDB
H3BL,,"BLK 991A TO 991B,992A TO 992B BUANGKOK LINK",1.38447168473668 103.88223999631275,7,C,HDB
